NODE_PROB: 0.01	EDGE_DENSITY: 0.8	GRAPH SIZE: 400
STEP 0		104,4	102,8	93,8	102,4	99,8		5,83	204,84	1418,2	1713,06		0.7994736842105263	3	3	400
STEP 1		103,2	102,8	93,2	96,4	100		5,65	206,49	1156,81	1724,55		0.7991729323308271	4	4	400
STEP 2		102,6	102,6	91,8	97,2	100		5,71	199,68	942,69	1666,96		0.7987218045112782	3	3	400
STEP 3		103,4	102,2	91,6	95,6	99,8		5,84	210,5	1513,31	3116,61		0.7988471177944863	4	0	400
STEP 4		105,2	101,8	93	96,6	100,6		11,95	444,76	1858,22	3503,98		0.7987617620322827	3	4	404
STEP 5		103,4	103	93,4	96,8	100,2		11,7	413,92	2064,28	3408,32		0.7984765996321124	3	2	403
STEP 6		103,2	103,2	93,4	97,6	99,8		11,66	415,44	1981,88	3231,36		0.7982458295457338	3	3	404
STEP 7		103	102,2	93,8	97	100,4		10,96	390,81	1896,26	3057,63		0.7983809547207823	4	3	404
STEP 8		104,4	102,4	94,4	98,4	100,6		11,8	386,04	1950,43	2902,29		0.7986920914313653	3	3	405
STEP 9		103	102,8	94,6	98,2	101		9,35	327,64	1734,92	2531,34		0.7988265493215988	3	5	405
STEP 10		102,8	102	94,6	98	100,6		8,4	300,63	1689,59	2382,46		0.7985506709628039	3	2	403
STEP 11		105,2	102,6	94,6	98,6	101		7,95	277,49	1609,27	2251,22		0.7986757732845244	4	2	404
