NODE_PROB: 0.02	EDGE_DENSITY: 0.9	GRAPH SIZE: 400
STEP 0		133,4	132,2	112,6	133,2	128,4		14,89	511,3	1226,95	4190,62		0.8992105263157895	7	7	400
STEP 1		135,6	132	109,6	120,6	128		14,38	512,09	227,38	3993,97		0.8997368421052632	8	13	400
STEP 2		133,2	130	108,8	120	127,2		13,07	476,93	205,71	3792,05		0.8998393625907601	8	8	395
STEP 3		133,2	129,2	109,4	120,6	127,4		13,72	477,67	199,96	3695,06		0.9001606374092399	8	13	395
STEP 4		132,6	130,8	108,6	119,4	126,6		12,39	454,9	211,04	3366		0.8998483949640762	8	5	390
STEP 5		132	130,4	109,2	120,4	127,6		11,27	434,03	199,05	3455,24		0.8998675806200342	8	10	393
STEP 6		132,2	129,6	108,2	119,6	127,2		11,62	441,3	185,41	3038,93		0.899875401665683	7	7	391
STEP 7		132	129,4	108,6	119,2	126,8		9,95	378,18	154,96	2761,56		0.8998360548232671	7	4	391
STEP 8		132,4	130,2	109,2	120	127,6		9,27	354,17	140,52	2711,11		0.8998592113250927	8	8	394
STEP 9		133	130,4	109,2	121,2	127,8		9,35	353,36	150,04	2692,5		0.9001304555611527	7	5	394
STEP 10		134,2	130,8	109,6	121,2	128,4		8,82	327,52	150,86	2563,45		0.9001278608873545	7	4	396
STEP 11		136	131,2	110	122,4	128,4		9,26	335,66	141,4	2645,86		0.900127202428181	7	9	399
