NODE_PROB: 0.02	EDGE_DENSITY: 0.7	GRAPH SIZE: 400
STEP 0		82,8	84	78,4	83,6	81,2		10,52	369,18	2700,46	2698,95		0.698796992481203	7	4	400
STEP 1		83,6	83,4	77,4	80,8	82		10,35	376,64	2481,91	2683,87		0.6989494216263595	7	9	403
STEP 2		83,4	83,8	77	80,4	82		9,51	354,39	2481,48	2651,19		0.6991022443890275	8	8	401
STEP 3		83,6	83,2	77,4	79,6	81,6		9,85	348,04	2445,76	2467,36		0.6988528678304239	7	11	401
STEP 4		82,6	83,4	76,6	79,4	80,6		8,39	322,37	2290,91	2296,84		0.6988270615474645	8	3	397
STEP 5		83	83,4	77,2	80	81,4		9,46	341,83	2240,62	2230,33		0.6992096872247242	7	5	402
STEP 6		84	83,6	78	80,2	82		7,93	295,05	1967,05	1992,69		0.6989779623123603	7	8	404
STEP 7		83,6	83,2	77,6	80,2	82		7,47	268,71	1861,77	1923,1		0.6988506598521043	7	5	403
STEP 8		84	83,2	77,6	81,2	82,4		7,31	261,21	1798,68	1803,21		0.6994132746607994	8	5	405
STEP 9		85,4	84,6	78,8	81,6	82,8		6,99	253,61	1938,99	1797,45		0.6996916702799055	8	11	408
