NODE_PROB: 0.09	EDGE_DENSITY: 0.3	GRAPH SIZE: 400
STEP 0		32,6	33,8	32	34,4	33		2,35	121,52	1675,22	1099,24		0.2986842105263158	37	38	400
STEP 1		32,4	33,8	31,8	33,8	33,2		5,5	155,43	1893,37	1478,72		0.2997695243132958	39	36	399
STEP 2		32,4	34	32	33,8	33,4		4,36	168,26	1619,17	1272,55		0.30010793910745526	35	38	402
STEP 3		32,6	33,2	32	33,6	33,4		6,16	153,08	1341,13	1066,89		0.2995050440170779	35	31	399
STEP 4		32,6	34,2	32	33,8	33,8		3,83	121,67	1253,36	957,23		0.29900127155784356	32	33	403
STEP 5		32,8	34,2	32	34	33,6		4,39	142,24	1225,76	874,85		0.2988548529174576	37	38	402
STEP 6		32,4	33,4	32	33,4	33,4		2,88	141,37	1247,78	868,11		0.2995137157107232	35	39	401
STEP 7		32	34	31,6	33	33		2,13	97,24	1027,48	893,79		0.2978144162023255	34	27	397
STEP 8		32,6	34	32	33,8	33,2		4,73	122,63	989,76	773,42		0.29788959044787855	37	36	404
STEP 9		32,8	33,4	31,8	33,6	33,6		3,34	92,26	937,66	744,98		0.29728639530619727	37	25	405
STEP 10		33,6	34,8	33	34,6	34,8		2,73	94,7	1098,99	818,38		0.2988263235565394	34	39	417
STEP 11		33,2	33,8	32,6	33,8	34		2,69	83,76	1053,02	734,14		0.29836061701273237	34	41	412
STEP 12		33	33,8	31,8	34	33,4		5,75	95,24	1005,39	791,35		0.2981664833149982	34	39	405
STEP 13		32,4	33,8	31,8	33,2	33		2,01	112,57	917,21	705,75		0.2975062656641604	37	37	400
STEP 14		32,2	33,4	31,4	32,8	32,8		3,99	70,3	838,3	680,21		0.2956390977443609	39	25	400
