NODE_PROB: 0.01	EDGE_DENSITY: 0.6	GRAPH SIZE: 400
STEP 0		67,6	68,6	64,2	68,6	66,6		3,81	141,55	1434,61	1059,6		0.6008646616541353	4	3	400
STEP 1		67,2	68	64,4	66,4	66,8		3,92	140,78	1392,39	1090,31		0.6012094763092269	4	4	401
STEP 2		67,6	67,6	64,2	66,2	66,8		3,96	142,16	1308,6	1070,3		0.6013840399002494	4	4	401
STEP 3		67,4	67,2	64	66,2	67		3,79	140,16	1234,23	1202,73		0.6009850374064838	4	4	401
STEP 4		66,8	67,8	63,6	66	66,4		8,09	311,06	2401,29	2198,1		0.6010847880299252	4	2	401
STEP 5		68,2	68,2	64	66,4	67,2		8,47	316,27	2348,15	2139,64		0.601409824327494	4	5	403
STEP 6		68,2	68	63,6	66	66,4		7,92	294,94	2268,32	2090,26		0.6011587945558988	3	7	402
STEP 7		66,2	67,2	63,4	65,8	66,6		7,61	290,72	2120,94	1934,57		0.6014708302216372	3	4	398
STEP 8		66,4	68	63,6	65,8	66,2		7,33	269,63	2091,26	1806,38		0.6011627611123833	3	1	397
STEP 9		68	68	64	65,8	66,6		6,62	262,26	2102,53	1839,61		0.6013400335008375	3	0	399
STEP 10		67,8	68,4	64,6	66,2	67		6,48	272,07	2079,02	1736,88		0.6013821168471856	3	2	402
STEP 11		67,6	68,6	63,8	66,6	67		6,01	233,07	1832,72	1567,26		0.6009777415651272	4	7	403
STEP 12		66,6	68	64	66,2	66,4		5,8	215,07	1670,62	1448,58		0.6009774436090226	4	5	400
STEP 13		67,2	68,2	64	66,2	67		5,65	214,67	1633,18	1368,08		0.600773290008942	4	10	399
STEP 14		66,2	66,8	63,2	65	65,8		5,03	192,14	1498,34	1249,07		0.6010541621228644	3	2	393
STEP 15		67,2	67,2	63	65,4	66		5,15	192,68	1487,36	1227,28		0.6009093140104106	3	5	394
