NODE_PROB: 0.01	EDGE_DENSITY: 0.7	GRAPH SIZE: 400
STEP 0		82,8	83,6	78,2	83	81		4,89	173,54	1638,55	1354,45		0.70031328320802	4	3	400
STEP 1		83	83,8	78,2	81,4	81,6		4,91	181,26	1562,83	1419,17		0.7009351620947631	4	3	401
STEP 2		83,4	83,8	78	80,8	81,4		4,94	174,19	1410,2	1366,87		0.7009218247912556	4	8	402
STEP 3		82	83,8	77,6	79,8	81		4,56	176,31	2573,85	2436,37		0.7006822525726871	4	5	398
STEP 4		81,6	82,6	77,6	80,2	80,8		9,62	365,03	2811,93	2590,92		0.7008879729282752	4	7	397
STEP 5		82,2	81	76,6	79,4	80,2		9,18	339,42	2590,59	2478,17		0.7005592797819713	4	4	394
STEP 6		82	82,6	77,2	79,2	80,4		9,33	335,88	2496,45	2347,39		0.7008692731946112	4	5	394
STEP 7		81,2	82,4	76,4	79,6	80,4		8,89	320,88	2301,68	2169,71		0.7010697408734486	3	3	393
STEP 8		82,4	82	76,4	79,6	80		8,66	311,92	2319,47	2142,65		0.6999792283325544	3	7	393
STEP 9		80,2	82,4	75,2	78,4	79		7,03	260,95	1744,85	1779,94		0.7007129038242387	4	4	389
STEP 10		80,6	81,8	75,6	78,2	79,4		6,55	245,52	1617,33	1650,72		0.7007129038242387	4	3	389
STEP 11		80,8	82,4	76	79	79,8		6,51	243,53	1629,31	1622,43		0.7006789269000065	4	4	390
STEP 12		82,6	82	75,8	78,6	79		5,73	220,07	1579,85	1529,1		0.7002570694087403	4	2	390
STEP 13		82,2	81,4	75,8	78,4	79,8		6,07	224,17	1595,66	1513,76		0.7000756824468918	4	5	392
