NODE_PROB: 0.02	EDGE_DENSITY: 0.6	GRAPH SIZE: 400
STEP 0		65,8	68,4	63,8	68	66,4		8,29	283,89	2313,73	2023,74		0.5988721804511278	8	13	400
STEP 1		65,2	67,2	62,4	65,8	65,4		7,49	280,23	1975,39	1911,43		0.5988948146244297	7	10	395
STEP 2		66,4	66	61,8	64	65		7,3	265,1	1977,69	1809,69		0.5989743723576387	8	3	392
STEP 3		66,8	67,6	62,4	64,8	65,8		7,26	275,63	2024,42	1899,11		0.5986693127751063	7	9	397
STEP 4		66,2	66,8	62	64,6	65,8		6,97	259,49	1876,66	1758,32		0.5983550729293838	8	6	395
STEP 5		66,2	67,6	62,8	65,4	66		7,5	276,31	1924,92	1719,93		0.5985039309976338	8	11	397
STEP 6		65,8	66,4	62	64,6	65,4		6,54	268,11	1866,62	1680,07		0.5989201896126374	7	9	394
STEP 7		65,2	66,4	61,6	64	65,4		6,46	256,39	1611,65	1460,79		0.5988960801711989	8	9	392
STEP 8		66,6	67,4	61,8	64,2	65		5,87	225,24	1415,48	1347,36		0.5993311036789297	7	9	391
STEP 9		66,2	66,8	61,2	63,4	64,6		5,27	210,82	1308,96	1265,86		0.5994222563803567	8	9	389
STEP 10		65	66,6	61,4	63,6	64,6		5,13	206,57	1382,67	1248,5		0.5993766482857827	8	6	388
STEP 11		65,8	66,4	61,6	63	65		5,08	193,98	1311,02	1185,91		0.5995385933689276	7	7	390
STEP 12		65,6	67,2	61,4	64,2	65		4,9	195,8	1225,12	1205,96		0.5995385933689276	8	7	390
