NODE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 400
STEP 0		136,4	133	109,4	133,6	128,8		6,81	242,52	360,18	2136,83		0.8999624060150376	3	3	400
STEP 1		135,2	132,2	110	119,8	129		6,58	238,07	97,82	2187,04		0.8999248120300752	4	3	400
STEP 2		136,2	131,6	110,2	120,6	129,4		6,89	250,92	103,89	2136,89		0.9000748129675811	4	6	401
STEP 3		135,2	131	110,2	121	129,8		6,49	241,49	113,08	2209,49		0.9000138537298019	4	7	399
STEP 4		134,6	130	109,4	120,6	128,2		13,42	500,02	231,89	4217,88		0.8998465669351745	4	2	396
STEP 5		136,8	130	109,6	119,6	128,6		13,99	514,72	200,09	4045,45		0.9000670860600231	3	2	398
STEP 6		136,6	130,8	110	120	129		13,11	481,34	178,5	4078,57		0.9001649853276407	4	1	399
STEP 7		136,8	130,8	110,4	122	130,4		13,15	489,49	198,41	4061,68		0.9000384610612772	4	3	402
STEP 8		135,8	131,8	111	121,8	130		12,75	461,49	195,76	3882,34		0.9001024653407899	3	8	403
STEP 9		135	131,6	110	121	129,4		11,05	424,06	193,55	3725,76		0.900459476222422	4	2	398
STEP 10		135,4	131,6	110,2	120,8	130,4		11,79	416,67	154,66	3366,54		0.9005639097744361	4	2	400
STEP 11		136	131,6	111,2	121,8	130,6		10,75	384,19	145,71	3091,81		0.900596766789494	3	1	402
STEP 12		137,2	131,2	111,6	122,4	132		10,15	356,02	142,91	3119,38		0.9009655307962559	3	4	404
STEP 13		136,6	131,6	112	122,2	131,6		10,17	354,47	133,25	2857,71		0.9012505709665074	3	3	403
STEP 14		136,6	132,4	112	123,2	130,8		9,07	330,43	133,07	2816,66		0.9013616779625446	3	3	403
