EDGE_PROB: 0.02	EDGE_DENSITY: 0.3	GRAPH SIZE: 100
6800	=>	10,32	11,32
6850	=>	10,32	11,32
6900	=>	10,32	11,32
6950	=>	10,32	11,32
7000	=>	10,32	11,32
7050	=>	10,32	11,32
7100	=>	10,32	11,32
7150	=>	10,32	11,32
7200	=>	10,32	11,32
7250	=>	10,32	11,32
7300	=>	10,32	11,32
7350	=>	10,31	11,32
7400	=>	10,31	11,32
7450	=>	10,31	11,32
7500	=>	10,31	11,32
7550	=>	10,31	11,32
7600	=>	10,31	11,32
7650	=>	10,31	11,32
7700	=>	10,3	11,32
7750	=>	10,3	11,32
7800	=>	10,3	11,32
7850	=>	10,3	11,31
7900	=>	10,3	11,31
7950	=>	10,3	11,3
8000	=>	10,3	11,3
8050	=>	10,3	11,3
8100	=>	10,3	11,3
8150	=>	10,3	11,3
8200	=>	10,3	11,3
8250	=>	10,3	11,3
8300	=>	10,3	11,3
8350	=>	10,3	11,3
8400	=>	10,3	11,29
8450	=>	10,29	11,28
8500	=>	10,29	11,28
8550	=>	10,28	11,28
8600	=>	10,28	11,28
8650	=>	10,28	11,28
8700	=>	10,28	11,28
8750	=>	10,27	11,28
8800	=>	10,27	11,28
8850	=>	10,27	11,28
8900	=>	10,27	11,28
8950	=>	10,27	11,28
9000	=>	10,27	11,28
9050	=>	10,27	11,28
9100	=>	10,27	11,28
9150	=>	10,27	11,28
9200	=>	10,27	11,28
9250	=>	10,27	11,28
9300	=>	10,27	11,28
9350	=>	10,27	11,28
9400	=>	10,27	11,28
9450	=>	10,27	11,28
9500	=>	10,27	11,28
9550	=>	10,27	11,28
9600	=>	10,27	11,28
9650	=>	10,27	11,28
9700	=>	10,27	11,28
9750	=>	10,27	11,28
9800	=>	10,27	11,28
9850	=>	10,27	11,28
9900	=>	10,27	11,28
9950	=>	10,27	11,28
10000	=>	10,27	11,28
