NODE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		162,4	165,2	135,2	162	157,4		160	164	163	171	160	163	132	143	157	158	15,96	506,7	1218,13	4400,47		0.9010581162324649	19	20	500
STEP 1		162,6	164,8	133,6	149,6	156,8		158	165	162	173	149	150	133	135	156	158	10,43	319,86	307,89	4892,75		0.9008539166686788	19	21	499
STEP 2		163,2	163,6	133	150	156,2		160	166	162	166	149	151	132	135	156	157	9,43	308,7	277,76	5726,67		0.9003699617057181	19	19	497
STEP 3		164	162,8	132,4	149,2	155,8		161	168	160	165	147	151	131	134	155	156	9,79	311,09	270,02	6735,52		0.9002888297527099	19	27	497
STEP 4		159,8	160,6	131,4	146,8	153,6		158	163	158	163	145	148	129	134	152	154	9,22	292,32	299,01	6295,42		0.900239699621174	20	21	489
STEP 5		160,2	164,2	130,2	147	152,6		158	162	158	176	144	148	129	131	152	153	8,98	298,28	250,17	5957,5		0.9000908876695728	20	13	488
STEP 6		162,6	161	135,2	147,8	152,2		161	165	158	163	144	150	133	139	151	153	9,36	299,3	374,72	6993		0.900445753077332	20	20	495
STEP 7		161,6	162,4	134,8	148,6	151		158	164	160	164	148	149	132	140	151	151	9,3	295,74	358,78	8398,66		0.9005357215883532	20	22	495
STEP 8		160,6	160,6	134,2	148,8	148,8		157	164	160	162	147	151	132	138	148	150	9,35	299,49	399,26	9547,09		0.9005425551212916	19	15	493
STEP 9		163,6	161,2	133	149,2	146,8		161	165	159	162	149	150	132	134	146	149	9,23	298,37	259,08	10928,73		0.9004510936587266	20	16	497
STEP 10		163,4	161,8	133,4	150	145,8		160	167	160	165	149	151	132	135	144	148	9,56	311,54	329,4	13080,51		0.9000958083832336	19	19	501
STEP 11		164,4	163,4	134,4	150,6	143,4		163	166	162	164	149	151	133	138	141	147	9,82	309,45	334,01	15120,23		0.9003592814371257	19	13	501
STEP 12		164	163,8	135,2	151,6	142,2		161	166	162	166	149	153	134	136	140	145	9,28	314,68	339,28	18169,62		0.9002736394040742	20	23	507
STEP 13		164,8	162,6	136,2	152,4	140		162	168	160	167	151	153	135	139	138	142	8,61	292,7	386,4	20426,32		0.9002019628262173	19	15	504
STEP 14		166	168,6	136,8	153,8	138,2		161	168	165	177	153	155	135	139	137	140	8,38	269,57	388,75	24225,82		0.9001459876687011	20	21	508
STEP 15		167,4	163,2	135,2	152,4	136,4		165	171	161	166	150	154	134	138	136	137	8,43	253,9	283,24	26153,38		0.8999851876106056	19	22	507
STEP 16		163	163,6	134,4	152	134,2		161	166	162	165	151	153	133	136	133	135	8,34	254,52	276,33	28478,04		0.9003045220739058	19	18	504
STEP 17		163,8	163	135,8	152,4	131,6		162	166	161	165	150	154	134	137	129	134	8,5	262,65	320,71	30210,19		0.9004164702184504	19	16	505
STEP 18		166,6	167	136	152	130,2		166	167	161	179	150	153	135	137	128	132	8,16	248,75	279,15	31132,85		0.9003245896038143	20	16	508
