EDGE_PROB: 0.04	EDGE_DENSITY: 0.5	GRAPH SIZE: 400
STEP 0		53,6	54,8	52	55
STEP 1		54,6	55,4	54	55
STEP 2		54	55,6	52	56
STEP 3		54	55,8	52	56
STEP 4		55,4	55,6	54	56
STEP 5		54,8	56,6	54	56
STEP 6		55,2	56	54	56
STEP 7		55	57	54	56
STEP 8		54,6	56,6	54	56
STEP 9		54,6	56,2	54	56
STEP 10		54	56	53	56
STEP 11		55,4	56,6	54	57
STEP 12		54,8	56,4	54	55
STEP 13		54,6	56,8	53	56
STEP 14		55,2	56,2	54	56
STEP 15		55,2	56,6	54	56
STEP 16		55,4	57,2	55	56
STEP 17		55,2	56,8	54	56
STEP 18		54,6	56,8	53	55
STEP 19		55,6	56,6	54	57
