EDGE_PROB: 0.1	EDGE_DENSITY: 0.5	GRAPH SIZE: 400
STEP 0		54,6	54,4	54	56
STEP 1		55	55,6	54	56
STEP 2		54,8	56,4	54	55
STEP 3		54,8	57,2	54	56
STEP 4		54,8	57,4	54	55
STEP 5		55,8	57,4	54	57
STEP 6		55,2	57,2	55	56
STEP 7		56,6	57,4	56	57
STEP 8		56,2	57,8	55	57
STEP 9		56,4	57,8	55	57
STEP 10		58	58,4	56	59
STEP 11		56,8	58,6	55	59
STEP 12		57,4	59,2	57	58
STEP 13		57,2	58,4	56	60
STEP 14		56,8	58	56	58
STEP 15		57	58,4	55	58
STEP 16		57,4	58,4	56	58
STEP 17		56,6	57,6	56	57
STEP 18		58	58,2	57	59
STEP 19		57,6	58,6	56	60
