NODE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 400
STEP 0		56	55,6	52,6	55,8		55	57	55	56	52	53	55	56		6,84	311,84	2202,32		0	0	5	0	0	5	0.5013283208020051	359	400	400
STEP 1		54,4	56	52,6	54,8		53	55	55	57	52	53	54	55		3,52	177,74	1557,65		0	0	10	0	0	10	0.5008145363408522	418	403	400
STEP 2		55	55,2	52,2	54,4		54	56	54	56	52	53	54	55		3,65	157,27	1379,77		0	0	15	0	0	15	0.5010025062656641	391	391	400
STEP 3		53,8	55,8	52,2	54,2		52	55	55	57	52	53	54	55		3,26	141,8	1149,01		0	1	19	0	0	20	0.5010025062656641	383	394	400
STEP 4		54,4	55,6	52	54,4		53	55	54	56	52	52	54	55		3,3	141,36	1086,96		0	1	24	0	0	25	0.5008646616541353	377	379	400
STEP 5		54,4	55	52,2	54		54	55	54	56	52	53	53	55		3,01	127,08	972,19		0	1	29	0	0	30	0.5008395989974938	413	399	400
STEP 6		55,2	55	52,2	54,2		54	56	55	55	51	53	54	55		2,55	103,03	827,98		0	1	34	0	0	35	0.5010150375939849	394	389	400
STEP 7		55	55,6	51,8	54,4		53	56	54	57	51	52	54	55		2,36	92,56	764,18		0	1	39	0	0	40	0.501077694235589	407	391	400
STEP 8		55	55,8	52,2	54		54	57	55	57	52	53	54	54		2,24	92,92	703,47		0	1	44	0	0	45	0.5012781954887218	362	416	400
STEP 9		52,6	55,8	51,8	53,8		51	54	55	57	51	52	53	54		2,18	91	699,82		1	2	47	0	0	50	0.5006015037593985	405	393	400
STEP 10		54,8	54,8	51,6	54		54	55	54	55	51	53	53	55		2,05	91,3	681,5		1	2	52	0	0	55	0.5007518796992482	404	390	400
STEP 11		54,4	55,2	51,4	54		54	55	54	56	51	52	54	54		2,21	93,43	663,15		1	2	57	0	0	60	0.5009273182957393	437	411	400
STEP 12		54,6	55,4	52	54,4		54	56	54	56	51	53	53	55		2,14	88,86	690,81		1	2	62	0	0	65	0.5012531328320802	394	405	400
STEP 13		54,2	54,8	51,8	53,6		53	55	54	56	51	52	53	54		2,07	85,08	674,06		1	2	67	0	0	70	0.5011152882205514	393	417	400
STEP 14		54,4	54,8	51,4	53,6		53	57	54	57	51	52	53	54		2,05	85,35	629,01		1	2	72	0	0	75	0.5008145363408522	400	375	400
STEP 15		53,8	55,4	51,4	53,4		52	55	55	56	51	52	53	54		2,01	84,63	634,94		1	2	77	0	0	80	0.5011278195488722	396	400	400
STEP 16		53,8	55,6	51,4	53,8		53	54	55	57	51	52	53	54		1,96	81,89	634,44		1	2	82	0	0	85	0.501077694235589	413	418	400
STEP 17		54,8	55,6	51,6	53,6		53	56	55	57	51	52	53	54		2,04	86,54	644,27		1	2	87	0	0	90	0.5010150375939849	420	439	400
STEP 18		54,6	55,8	51,6	53,6		54	56	55	56	51	52	53	54		2,12	91,93	641,25		1	2	92	0	0	95	0.5007769423558898	410	431	400
STEP 19		54,8	55,6	51,2	53,8		53	56	55	57	51	52	53	54		2,01	87,67	612		1	2	97	0	0	100	0.5005137844611529	379	365	400
