EDGE_PROB: 0.07	EDGE_DENSITY: 0.1	GRAPH SIZE: 400
STEP 0		13,2	14,2	13	14
STEP 1		13,4	14,2	13	14
STEP 2		13,4	14,4	13	14
STEP 3		14	14,6	14	14
STEP 4		14	14,8	14	14
STEP 5		13,6	14,2	13	14
STEP 6		13,4	14,4	13	14
STEP 7		13,4	14,6	13	14
STEP 8		13,8	14,2	13	14
STEP 9		13,4	14,4	13	14
STEP 10		13,4	14,4	13	14
STEP 11		13,4	14,6	13	14
STEP 12		13,4	14,8	13	14
STEP 13		13,4	14,6	13	14
STEP 14		13,6	14,6	13	14
STEP 15		13,6	14,4	13	14
STEP 16		13,4	14,4	13	14
STEP 17		13,6	14,6	13	14
STEP 18		13,6	14,4	13	14
STEP 19		13,4	14,6	13	14
