EDGE_PROB: 0.07	EDGE_DENSITY: 0.5	GRAPH SIZE: 400
STEP 0		54,2	54,8	53	55
STEP 1		54,2	55,6	54	55
STEP 2		54,4	55,8	53	56
STEP 3		54,4	56,8	53	55
STEP 4		54,8	56,6	54	56
STEP 5		56,2	56,6	54	58
STEP 6		55,6	57,6	55	56
STEP 7		55,2	57	54	56
STEP 8		55,8	57	55	56
STEP 9		56,4	57,2	55	58
STEP 10		56,2	57,6	56	57
STEP 11		56,6	57,6	55	58
STEP 12		56	58	55	57
STEP 13		56,6	57,4	55	57
STEP 14		55,4	58,4	55	57
STEP 15		55,8	57,6	55	57
STEP 16		55,2	57,4	54	56
STEP 17		56	58,2	55	57
STEP 18		57,4	58,2	56	59
STEP 19		56,4	57,4	55	58
