EDGE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 400
STEP 0		54,8	55,8	54	56
STEP 1		54,6	55,2	53	56
STEP 2		53,6	56	52	55
STEP 3		53,8	55,6	53	55
STEP 4		54,4	56	53	56
STEP 5		54,2	56	54	55
STEP 6		54,4	55,4	54	55
STEP 7		55	55,8	53	56
STEP 8		54,8	55,2	53	56
STEP 9		55,2	56	54	56
STEP 10		54,2	55,6	54	55
STEP 11		54,8	55,8	54	56
STEP 12		54,8	55,8	54	56
STEP 13		55,6	55,6	54	57
STEP 14		54	55,6	53	55
STEP 15		54,6	55,8	53	56
STEP 16		55,2	55,8	54	56
STEP 17		54,2	55,8	53	55
STEP 18		55,8	55,8	54	57
STEP 19		55	56	55	55
