EDGE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 400
STEP 0		135,6	134,2	134	139
STEP 1		134,2	134,6	132	137
STEP 2		134,4	134	131	138
STEP 3		135,2	135,2	134	137
STEP 4		135,2	135,2	133	139
STEP 5		138	138,6	137	141
STEP 6		135,8	138,8	135	138
STEP 7		137	135,8	135	138
STEP 8		137,4	137,2	136	139
STEP 9		138,4	137,6	136	144
STEP 10		137,6	139	135	140
STEP 11		139	139,6	135	141
STEP 12		137,8	137,2	137	139
STEP 13		138,8	138,2	138	141
STEP 14		138,4	137,8	136	140
STEP 15		141	138,6	139	145
STEP 16		138,8	138,2	136	142
STEP 17		139,8	138,8	139	142
STEP 18		138,6	137	137	141
STEP 19		139,6	136	136	142
