EDGE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 400
STEP 0		133,6	132	132	136
STEP 1		159,6	154	156	163
STEP 2		171	166,2	169	173
STEP 3		177,2	172	174	181
STEP 4		181,8	173,4	180	183
STEP 5		179,2	172,2	175	183
STEP 6		177,4	175	174	180
STEP 7		175,8	172,6	174	178
STEP 8		179,8	171,2	177	183
STEP 9		175,4	171,6	173	177
STEP 10		178,8	174,8	177	181
STEP 11		176,2	170,6	174	178
STEP 12		177,6	172	175	181
STEP 13		176,2	172,6	174	179
STEP 14		176	169,6	173	179
STEP 15		180,4	172,2	177	183
STEP 16		174,8	168,6	172	177
STEP 17		178	172,4	175	181
STEP 18		179,8	173,4	178	182
STEP 19		176,4	170,8	174	180
