EDGE_PROB: 0.01	EDGE_DENSITY: 0.1	GRAPH SIZE: 400
STEP 0		13	14,4	14	15,6		0,3	12,58	304,49		0.10005012531328321	7981	0
STEP 1		22,4	24,4	23	24		0,61	25,51	400,1		0.200062656641604	7981	0
STEP 2		32,2	34,2	32	33,6		0,98	39,24	404,22		0.30007518796992483	7981	0
STEP 3		42,4	44,4	41,6	43,6		1,33	51,33	491,61		0.4000877192982456	7981	0
STEP 4		54,2	55,6	52,2	54,8		1,69	63,56	600,45		0.5001002506265664	7981	0
STEP 5		67,2	69	64,8	66,8		2,15	78,47	756,14		0.6001127819548873	7981	0
STEP 6		83,8	83,6	78,6	81,8		2,65	94,8	873,31		0.700125313283208	7981	0
STEP 7		103,2	104,2	95,4	101,8		3,13	112,95	756,45		0.8001378446115288	7981	0
STEP 8		135,2	136	111	133		3,7	133,41	225,99		0.9001503759398496	7968	0
STEP 9		400	400	400	400		4,36	201	903,1		1.0	0	7980
STEP 10		135,6	134,4	111,2	151,8		3,72	135,17	161,85		0.9	0	7980
STEP 11		103,2	104,4	94,6	102		3,2	114,75	673,36		0.8	0	7980
STEP 12		83,2	84,8	78,2	84,6		2,72	97,41	808,07		0.7	0	7980
STEP 13		66,8	68,8	64,2	69,6		2,25	81,83	736,37		0.6	0	7980
