NODE_PROB: 0.1	EDGE_DENSITY: 0.8	GRAPH SIZE: 300
STEP 0		81,8	80,6	73,8	81,4	79		6,08	327,48	1432	1549,89		0.8013154960981048	30	33	300
STEP 1		81,4	79,6	73,4	77,4	77,8		6,6	329,28	1276,97	1501,72		0.8018928018928019	31	27	297
STEP 2		81,6	81	73,6	77,6	78,2		7,39	344,51	1364,65	1535,74		0.8008194905869325	32	27	301
STEP 3		83,4	81,6	75	79,2	79,4		6,8	343,38	1405,36	1613,68		0.8012643308689597	31	34	306
STEP 4		82	80,6	72,8	78,6	79		6,63	319,37	1120,73	1450,43		0.8002535352873036	29	29	303
STEP 5		82,2	80,8	73,2	77,4	78,4		6,08	299,19	849,55	1347,58		0.799685266539899	28	30	303
STEP 6		82,2	80,4	73,4	77,2	78,4		6,05	291,77	909,28	1205,49		0.799889258028793	30	28	301
STEP 7		83,2	79,4	73	78,4	78,6		5,26	259,65	784,6	1056,38		0.7994885581273359	31	28	303
STEP 8		82	81	73,8	78,8	79,8		4,84	232,64	787,87	1054,85		0.7981356477017036	32	30	306
STEP 9		82,6	81,8	74,2	79	79,8		5,05	238,32	812,39	1009,84		0.7983417234231567	31	29	308
STEP 10		83,4	81,8	75,8	79,4	80,6		4,26	207,69	749,92	912,16		0.7995406618644952	32	31	310
STEP 11		83,8	82,6	75,4	79,6	81		4,24	195,77	701,11	892,24		0.8001659578881859	29	29	311
STEP 12		83,6	82,6	74,6	80	80,8		4,15	189,23	468,8	698,98		0.7996058500155585	32	34	311
STEP 13		83,6	81	74,8	78,8	80,4		2,53	132,52	360,42	543,02		0.7996469549867609	32	35	309
STEP 14		84,8	82,4	73,8	78,4	80,4		2,02	103,09	260,68	595,31		0.8009000321440052	30	29	306
