NODE_PROB: 0.1	EDGE_DENSITY: 0.7	GRAPH SIZE: 300
STEP 0		65,2	65,4	60,4	65,8	63,4		4,73	250,1	1422,27	1187,27		0.7005351170568562	33	28	300
STEP 1		65	66,2	61,2	64,8	65		5,91	278,92	1391,77	1284,16		0.700237273511648	33	27	305
STEP 2		68,6	68,2	62,4	65,8	66		6,21	298,05	1541,92	1364,12		0.700923140753034	28	27	311
STEP 3		67,8	67,2	62,6	66,2	66,2		6,42	294,45	1519,07	1328,02		0.7021601121279578	30	37	312
STEP 4		66,4	66	60,8	64,6	64,2		5,73	291,6	1260,06	1155,1		0.7015962036238136	31	36	305
STEP 5		65	65,6	60,6	63,6	63,6		5,47	263,68	1181,42	1008,61		0.7013600891861761	30	28	300
STEP 6		66	65,6	61,4	64,2	64,6		4,89	243,39	1129,95	1000,02		0.7027568150315725	29	38	302
STEP 7		64,8	64,2	60,6	63,6	63		4,18	219,34	929,25	777,35		0.7039833559306186	31	24	293
STEP 8		66	65,2	60,4	64,2	64		4,06	197,16	835,7	785,26		0.7033221850613155	27	31	300
STEP 9		66,2	65,6	60,2	63,6	63,8		3,76	187,85	799,03	728,08		0.7053137883646359	29	22	296
STEP 10		66	66,6	62	64	64,8		4,25	195,12	863,62	754,5		0.7056367888444474	33	34	303
STEP 11		66,4	65,8	61,2	64,6	64,6		3,12	168,58	736,27	655,2		0.7044289454577457	27	33	302
STEP 12		64,8	64,4	58,2	63,6	63,4		3,15	152,69	515	590,5		0.703412734768667	28	35	296
STEP 13		63,8	62,8	57,6	61,2	61,8		2,88	144,88	483,6	543,21		0.7023981161091888	33	29	289
STEP 14		63,8	64	58	62,2	62,4		2,48	130,05	376,9	453,56		0.7022768712889803	31	31	293
STEP 15		64	63,8	58,8	61,4	62,8		2,02	106,33	402,04	374,41		0.7013651877133106	27	27	293
STEP 16		64,4	64	59,2	62,8	62,8		1,63	86,41	343,7	306,57		0.7015989527327131	28	31	293
STEP 17		62,4	63,2	58,2	62,2	61,8		1,59	78,41	701,42	691,15		0.698961937716263	29	32	290
