NODE_PROB: 0.02	EDGE_DENSITY: 0.7	GRAPH SIZE: 300
STEP 0		64	64,6	59,4	64,8	63,2		6,68	288,8	1324,88	1205,58		0.6974136008918618	5	8	300
STEP 1		64,8	63,6	58,8	62	62,6		5,15	259,62	1170,62	1194,6		0.6972654472654473	5	4	297
STEP 2		66	64	59,6	62,4	63		5,51	268,05	1224,3	1238,99		0.6976476171107043	6	6	298
STEP 3		65,2	64	59,6	61,8	63,4		5,51	271,5	1166,25	1178,11		0.6988226786884505	6	6	298
STEP 4		65,6	63,8	59,6	62,2	63,2		5,05	257,85	1108,43	1155,52		0.6999525455901295	5	7	298
STEP 5		65,4	63,8	58,8	62,2	63		5,01	246,22	1032,11	1100,91		0.6993128721942281	6	0	296
STEP 6		65,2	64,2	60	63	64		4,76	245,99	964,05	1068,04		0.6993025455985566	6	7	302
STEP 7		66,2	64,8	59,8	62,4	63,6		4,91	232,59	911,18	991,57		0.6992912513842746	6	3	301
STEP 8		65,6	66,4	60,4	63	64		4,31	211,85	798,77	911,59		0.6991054368594755	5	4	304
STEP 9		66,2	64,8	60,8	62,6	64,4		3,98	192,05	745,55	852,42		0.6991587575496118	6	5	305
STEP 10		66,6	66,4	60,8	63,2	64,4		3,86	188,11	819,78	866,45		0.6987678131361834	6	8	306
STEP 11		64,2	65,6	60,4	63	64		3,88	188,65	717,52	762,62		0.698258641653639	5	5	304
STEP 12		65,8	65,8	60,2	62,8	63,8		3,28	161,63	587,03	668,12		0.6980415146777835	6	7	304
STEP 13		65	65,8	60,2	63,2	64,2		3,19	150,46	585,15	659,49		0.6984022905601819	5	8	303
STEP 14		64,4	64,4	59,6	62,2	63,6		2,75	147,85	528,82	575,84		0.6987290969899665	5	8	300
STEP 15		65,6	64,4	58,4	61	62,8		2,44	121,22	358,33	434,36		0.6984939484939485	5	9	297
STEP 16		63,4	63	58	60,6	62,2		1,9	97,61	302,18	358,95		0.6993781850483893	5	4	293
STEP 17		64	63,2	58	60,4	62,2		1,62	82,09	264,25	328,41		0.6991943535093218	5	5	294
STEP 18		64,4	63,6	57,4	60,6	62,4		1,41	76,2	823,48	1061,61		0.6983817417752084	6	8	294
