EDGE_PROB: 0.09	EDGE_DENSITY: 0.4	GRAPH SIZE: 500
STEP 0		51	52,4	50	53,2		4,46	132,87	1607,09		0.3986693386773547	4772	4421
STEP 1		51,8	53,6	50,8	53		4,68	137,16	1603,81		0.4014829659318637	4792	4575
STEP 2		52,2	53,6	50,8	52,6		4,58	144,2	1647,4		0.40322244488977954	4608	4575
STEP 3		51,6	53,8	51	53,4		4,02	147,09	1657,18		0.4034869739478958	4772	4466
STEP 4		52,2	53,4	51	53,4		4,4	151,77	1706,51		0.40593987975951906	4732	4612
STEP 5		52,6	54	51	53,4		5,03	159,86	1707,67		0.40690180360721445	4819	4649
STEP 6		53	54,2	51,4	54		4,7	165,29	1762,97		0.4082645290581162	4671	4560
STEP 7		52,6	54,8	51,8	53,6		4,05	160,27	1705,48		0.40915430861723445	4694	4584
STEP 8		52,2	54,4	51,4	54		4,66	170,57	1773,39		0.41003607214428855	4647	4574
STEP 9		52	55	51,6	54		4,33	169,45	1802,32		0.41062124248496995	4584	4561
STEP 10		53	54,6	52	54,2		5,68	173,11	1806,92		0.4108056112224449	4705	4661
STEP 11		52,8	54,8	51,8	54		4,66	174,67	1774,75		0.4111583166332665	4800	4625
STEP 12		52,2	55	52	54,4		4,32	174,42	1824,57		0.412561122244489	4714	4560
STEP 13		53,4	55,2	52	54,2		4,79	185,47	1725,42		0.41379559118236475	4781	4703
STEP 14		53,4	55,4	52	54,8		5,3	183,08	1831,12		0.41442084168336674	4713	4696
STEP 15		53,2	55,2	52,4	54,8		5,26	178,4	1803,51		0.4145571142284569	4700	4697
STEP 16		53	55	52	54,4		5,3	169,44	1707,17		0.4145811623246493	4699	4718
STEP 17		52	55,2	51,8	54,4		4,01	155,78	1652,37		0.41442885771543087	4683	4647
STEP 18		52,8	55	52	54,6		4,17	153,11	1626,98		0.4147174348697395	4538	4678
