EDGE_PROB: 0.06	EDGE_DENSITY: 0.5	GRAPH SIZE: 500
STEP 0		64,6	66,8	63,4	66,8		7,37	229,48	2665,73		0.5000160320641283	3956	3818
STEP 1		64,2	67,2	63,4	66		8,47	238,23	2629,19		0.5011222444889779	3980	3806
STEP 2		65,6	67,4	63,6	66		8,66	260,31	2712,67		0.5025170340681363	3782	3789
STEP 3		65,6	67,2	63,8	66		8,66	260,26	2717,9		0.5024609218436874	3879	3839
STEP 4		65,4	67,4	64	66,4		7,03	281,87	2817,61		0.5027815631262526	3942	3847
STEP 5		64,8	67,6	63,8	66,2		8,7	278,88	2797,05		0.5035430861723447	3969	3765
STEP 6		65,4	67,8	64	66,6		8,35	265,26	2861,17		0.5051783567134268	3952	3833
STEP 7		65,8	68	64,4	67		9,52	290,33	2868,67		0.5061322645290581	3823	3820
STEP 8		65,6	67,8	64,4	66,6		9,29	287,41	2930,01		0.5061563126252505	3996	3736
STEP 9		66	68	64,8	67		9,82	290,85	2738,28		0.5082404809619239	4018	3727
STEP 10		66,8	69	65	67,6		7,05	242,83	2080,83		0.5105731462925852	3895	3869
STEP 11		66,8	68,8	65	67,4		5,4	195,06	2042,91		0.5107815631262526	3874	3850
