EDGE_PROB: 0.1	EDGE_DENSITY: 0.5	GRAPH SIZE: 500
STEP 0		64,8	66,8	64	67		6,19	177,32	2079,21		0.500184368737475	6903	6264
STEP 1		66	68	64,2	66,6		5,31	187,27	2079		0.5053066132264529	6787	6312
STEP 2		67,4	68,4	64,8	66,6		5,65	188,64	2138,24		0.5091142284569138	6701	6373
STEP 3		67	69,2	65,2	67,8		6	200,93	2200,48		0.5117434869739479	6703	6475
STEP 4		67,4	68,8	65,4	67,8		6,8	212,17	2243,85		0.5135711422845691	6609	6518
STEP 5		66,4	69	65,4	68,2		5,45	213,63	2248,23		0.5143006012024048	6798	6491
STEP 6		68,4	69,2	66	68,4		6,74	226,09	2345,03		0.5167615230460921	6639	6515
STEP 7		67,6	69,6	66	68,6		7,15	231,61	2370,43		0.5177555110220441	6735	6415
STEP 8		67,2	70,4	66,4	69,2		6,09	228,54	2327,45		0.5203206412825652	6640	6506
STEP 9		68	70,4	66,4	68,4		6,23	231,76	2447,26		0.5213947895791583	6629	6604
STEP 10		68,4	70	66,8	69,2		6,45	234,56	2449,96		0.5215951903807615	6707	6548
STEP 11		69	70,4	67,2	69,4		6,92	246,4	2407,53		0.5228697394789579	6627	6418
STEP 12		69	70,6	67,2	70		6,32	220,87	2235,87		0.5245450901803608	6622	6541
STEP 13		68,4	70,8	67	69,6		5,89	209,96	2211,78		0.5251943887775551	6530	6503
