EDGE_PROB: 0.09	EDGE_DENSITY: 0.5	GRAPH SIZE: 500
STEP 0		65,2	66,6	63,2	67		6,22	213,39	2507,59		0.4990861723446894	6129	5476
STEP 1		66	68,2	64	66,6		7,12	223,74	2558,14		0.5043206412825652	6181	5686
STEP 2		66,4	67,6	64,8	66,8		5,78	236,24	2617,1		0.5082885771543086	5973	5714
STEP 3		66,2	68,6	64,8	67,4		7,17	246,65	2650,8		0.5103647294589179	6000	5877
STEP 4		67,6	68,6	65,4	67,6		7,43	263,22	2739,94		0.5113507014028056	6119	5721
STEP 5		67,2	69,2	65,4	67,8		7,31	254,75	2753,03		0.5145410821643287	5887	5827
STEP 6		67,6	69,2	65,4	68,4		7,64	256,22	2855,03		0.5150220440881763	5833	5765
STEP 7		67,6	69,4	65,8	68,2		7,06	274,5	2814,07		0.5155671342685371	6040	5851
STEP 8		67,4	69	66	67,8		8,66	266,22	2905,38		0.5170821643286573	6003	5840
STEP 9		68	70	65,8	68,6		9,99	300,32	2871,2		0.5183887775551103	5946	5919
STEP 10		67,6	69,2	66,4	69		7,8	246,32	2305,7		0.5186052104208417	5959	5745
STEP 11		67,8	70	66	68,4		5,34	204,83	2162,84		0.5203206412825652	5877	5791
