EDGE_PROB: 0.04	EDGE_DENSITY: 0.4	GRAPH SIZE: 500
STEP 0		51,2	52,8	50	53,2		5,95	167,42	2054,61		0.3976513026052104	2138	2016
STEP 1		51,6	54	50,4	52,2		4,46	175,61	2046,94		0.39862925851703407	2025	1964
STEP 2		51,4	53,2	50,2	52,4		6,35	199,96	2039,69		0.39911823647294586	2023	1983
STEP 3		51,2	53,2	50,6	52,2		6,11	198,88	2059,61		0.399438877755511	2064	2028
STEP 4		51,2	53,4	50,2	52,2		6,06	184,27	2130,98		0.39972745490981965	2063	1934
STEP 5		52,4	53	50,4	52,2		5,52	203,8	2101,74		0.4007615230460922	1985	1969
STEP 6		51,6	53,4	50,2	52,4		5,58	190,46	2078,81		0.40088977955911825	2018	1941
STEP 7		51,2	53,6	50,4	52,6		6,35	200,3	2046,63		0.4015070140280561	1995	1978
STEP 8		52	53,6	50,6	52,2		6,98	218,77	2021,59		0.4016432865731463	2119	2043
STEP 9		51,4	53,6	50,8	52,8		5,5	217,55	2164,78		0.40225250501002	2005	2092
STEP 10		51,6	53,6	50,2	52,8		6,49	212,99	2117,1		0.4015551102204409	2074	1966
STEP 11		51,2	53,2	50,8	52,4		4,84	203,4	2199,52		0.4024208416833667	2097	2072
STEP 12		51,8	53,2	50,6	52,8		5,83	205,63	2047,57		0.40262124248496994	1997	2040
STEP 13		51,8	53,6	50,6	52,6		5	197,92	1683,49		0.4022765531062124	2059	2002
STEP 14		51,8	53,4	50,8	52,8		4,42	150,08	1452,09		0.40273346693386775	2050	1985
STEP 15		52,6	53,8	50,8	52,8		3,68	137,47	1497,91		0.40325450901803606	2030	1967
