EDGE_PROB: 0.08	EDGE_DENSITY: 0.5	GRAPH SIZE: 500
STEP 0		65,2	66,4	63,2	66,8		6,95	211,45	2474,34		0.49911022044088177	5516	5047
STEP 1		65,4	67,2	64	66		8,1	233,46	2649,99		0.502869739478958	5416	5057
STEP 2		66,2	67,6	64,4	66,4		8,76	248,38	2726,29		0.50574749498998	5349	5139
STEP 3		66,4	67,8	64,2	66,8		7,41	233,7	2607,54		0.5074308617234469	5229	5113
STEP 4		65,6	68,2	64,8	66,4		6,93	281,66	2770,06		0.5083607214428858	5300	5141
STEP 5		66	68,4	64,6	67,2		7,31	272,04	2742,5		0.5096352705410822	5203	5040
STEP 6		66,6	68,6	64,8	67,4		7,62	280	2851,65		0.510941883767535	5153	5164
STEP 7		66,6	68,8	65	67,8		8,77	289,8	2974,89		0.5108537074148296	5284	4995
STEP 8		66,8	68,6	64,8	67,4		9,68	301,93	2910,4		0.5131703406813627	5272	5146
STEP 9		67,4	69,2	65,6	68,4		7,5	307,29	2866,67		0.5141803607214429	5159	5277
STEP 10		67,8	68,6	65,6	68		7,44	259,99	2163,65		0.5132344689378757	5204	5251
STEP 11		66,2	68,8	65,6	67,6		5,38	195,29	1997,48		0.5128577154308617	5211	5118
