EDGE_PROB: 0.05	EDGE_DENSITY: 0.4	GRAPH SIZE: 500
STEP 0		51,8	52,4	50	53,2		5,74	180,75	2084,52		0.3990060120240481	2614	2522
STEP 1		51,6	52,8	50,6	52,6		6,49	186,16	2052,72		0.3997434869739479	2616	2522
STEP 2		51,2	53,2	50,6	52,6		5,69	190,65	2009,5		0.40049699398797595	2549	2485
STEP 3		52,2	53,4	50,6	52,4		5,01	196,54	2095,45		0.4010100200400802	2486	2479
STEP 4		51,6	53,6	50,4	52,2		5,94	200,63	1990,9		0.4010661322645291	2507	2495
STEP 5		51	53,4	50,6	52,4		4,56	199,44	2057,25		0.4011623246492986	2592	2542
STEP 6		51,6	53,8	50,8	52,4		6,68	207,95	2178,05		0.401563126252505	2509	2524
STEP 7		51,4	53,6	50,2	52,4		5,93	205,24	2129,43		0.4014428857715431	2559	2640
STEP 8		51,2	53,4	50,2	52,4		6,68	210,61	2176,42		0.4007935871743487	2557	2433
STEP 9		51,2	53,6	50,6	53		5,58	230,83	2048,8		0.4017875751503006	2598	2464
STEP 10		51,6	54	50,4	53		6,12	221,02	2168,71		0.4028617234468938	2562	2549
STEP 11		51,6	53,8	50,8	53		5,77	213,79	2161,61		0.4029659318637275	2561	2581
STEP 12		51,4	53,8	51	53		4,93	238,82	2073,58		0.4028056112224449	2502	2515
STEP 13		51,4	54	50,8	52,6		5,54	217,93	1705,45		0.40270140280561123	2546	2470
STEP 14		52,4	54,4	51	53		3,76	143,59	1520,67		0.40331062124248496	2575	2503
STEP 15		51,4	53,8	50,8	53		3,65	137,41	1548,98		0.4038877755511022	2549	2541
