EDGE_PROB: 0.07	EDGE_DENSITY: 0.4	GRAPH SIZE: 500
STEP 0		50,8	52,8	50,2	53,6		5,21	157,27	1971,87		0.3987254509018036	3641	3447
STEP 1		51,2	53	50,6	52,6		4,49	160,34	1984,68		0.40028056112224447	3680	3482
STEP 2		51,6	53,6	50,6	53		4,73	170,94	1990,33		0.4018677354709419	3600	3537
STEP 3		52	53,8	50,6	52,4		5,08	165,88	1994,63		0.40237274549098195	3639	3567
STEP 4		52,2	54	51	52,6		5,2	193,66	2034,37		0.4029498997995992	3681	3623
STEP 5		52,4	54	50,8	53		4,74	195,44	2029,54		0.40341482965931863	3480	3489
STEP 6		52	54	51	52,8		6,66	188,2	2019,33		0.40334268537074147	3585	3491
STEP 7		52,8	53,2	50,8	53		5,73	199,34	2059,11		0.4040961923847695	3584	3558
STEP 8		52,4	54	51	53		5,92	203,26	2087,45		0.40430460921843686	3614	3626
STEP 9		52,2	53,6	51	53,2		5,02	204,59	2094,62		0.4042084168336673	3675	3497
STEP 10		51,4	53,8	51	53,4		5,62	190,51	2071,65		0.40563527054108217	3627	3616
STEP 11		51,6	53,4	50,8	53,2		5,91	218,25	2040,97		0.4057234468937876	3792	3555
STEP 12		52,4	53,8	50,8	53,2		5,11	210,78	2143,09		0.407623246492986	3621	3460
STEP 13		51,8	55	51,8	53,6		6,29	198,51	1894,73		0.40891382765531065	3562	3638
STEP 14		52,4	54,4	51,2	53,4		4,32	161,08	1603,4		0.40830460921843686	3502	3592
STEP 15		52,6	54,6	50,8	53,6		4,31	154,89	1539,7		0.40758316633266534	3656	3633
