400	0,1	0,1	13,52 ( 13,1 - 14,0 ) 	14,57 ( 14,1 - 14,95 ) 	14,02 ( 14,0 - 14,05 ) 	15,06 ( 15,0 - 15,15 ) 	49,0	51,0	0,0	0,0	45,0	55,0	-0,5	0,55	0,0	0,54	25,26	542,71	0,1	813,8	807,85	400,0	
400	0,5	0,01	54,5 ( 53,3 - 55,55 ) 	55,42 ( 54,55 - 56,35 ) 	51,86 ( 51,35 - 52,45 ) 	54,09 ( 53,5 - 54,55 ) 	1,0	2,0	97,0	0,0	0,0	100,0	2,64	3,56	0,0	2,68	115,66	892,44	0,5	397,75	400,3	400,0	
400	0,5	0,04	54,75 ( 53,65 - 55,85 ) 	55,83 ( 55,0 - 56,8 ) 	52,57 ( 51,95 - 53,0 ) 	54,98 ( 54,45 - 55,4 ) 	0,0	6,0	94,0	0,0	1,0	99,0	2,18	3,26	0,0	2,61	113,82	871,34	0,5	1637,5	1612,15	400,0	
400	0,5	0,07	55,72 ( 54,5 - 56,75 ) 	56,99 ( 56,1 - 58,0 ) 	53,63 ( 53,05 - 54,0 ) 	56,1 ( 55,55 - 56,7 ) 	0,0	7,0	93,0	0,0	0,0	100,0	2,09	3,36	0,0	2,7	125,59	940,98	0,51	2925,5	2860,2	400,0	
400	0,5	0,1	56,65 ( 55,6 - 57,9 ) 	57,92 ( 57,05 - 58,75 ) 	54,64 ( 54,25 - 55,15 ) 	57,37 ( 56,75 - 57,95 ) 	1,0	6,0	93,0	0,0	0,0	100,0	2,01	3,28	0,0	2,8	128,23	955,0	0,52	4259,8	4153,25	400,0	
400	0,9	0,01	136,71 ( 134,75 - 138,85 ) 	136,09 ( 133,65 - 138,3 ) 	112,7 ( 111,8 - 113,9 ) 	128,18 ( 127,2 - 129,2 ) 	0,0	0,0	100,0	0,0	0,0	100,0	24,01	23,39	0,0	6,64	269,28	228,84	0,9	748,0	719,9	400,0	
400	0,9	0,04	151,74 ( 148,85 - 154,65 ) 	148,13 ( 145,75 - 150,4 ) 	124,37 ( 123,45 - 125,45 ) 	144,27 ( 143,05 - 145,25 ) 	0,0	0,0	100,0	0,0	0,0	100,0	27,37	23,76	0,0	7,91	320,49	384,35	0,93	3104,1	2967,55	400,0	
400	0,9	0,07	175,05 ( 172,6 - 177,55 ) 	167,92 ( 164,95 - 170,65 ) 	143,57 ( 142,85 - 144,2 ) 	165,94 ( 164,4 - 167,0 ) 	0,0	0,0	100,0	0,0	0,0	100,0	31,48	24,35	0,0	9,0	363,13	265,67	0,96	5575,25	5333,95	400,0	
400	0,9	0,1	199,61 ( 198,45 - 200,85 ) 	203,42 ( 201,05 - 205,65 ) 	193,5 ( 193,1 - 194,25 ) 	210,6 ( 209,1 - 211,75 ) 	0,0	0,0	100,0	0,0	0,0	100,0	6,11	9,92	0,0	8,84	369,02	378,68	0,98	8219,35	7855,0	400,0	
500	0,1	0,01	15,82 ( 15,3 - 16,15 ) 	16,88 ( 16,6 - 17,0 ) 	16,76 ( 16,35 - 17,0 ) 	17,25 ( 17,05 - 17,75 ) 	80,0	19,0	1,0	9,0	70,0	21,0	-0,94	0,12	0,0	0,71	26,56	760,96	0,1	122,2	126,75	500,0	
500	0,1	0,04	15,72 ( 15,2 - 16,05 ) 	16,9 ( 16,4 - 17,2 ) 	16,53 ( 16,05 - 17,0 ) 	17,17 ( 17,05 - 17,45 ) 	60,0	39,0	1,0	10,0	43,0	47,0	-0,81	0,37	0,0	0,76	27,75	767,44	0,1	492,35	497,0	500,0	
500	0,1	0,07	15,76 ( 15,25 - 16,1 ) 	16,97 ( 16,75 - 17,15 ) 	16,71 ( 16,15 - 17,0 ) 	17,4 ( 17,1 - 17,95 ) 	74,0	26,0	0,0	5,0	66,0	29,0	-0,95	0,26	0,0	0,76	28,2	758,95	0,1	875,75	880,75	500,0	
500	0,1	0,1	15,75 ( 15,25 - 16,0 ) 	17,04 ( 16,75 - 17,45 ) 	16,8 ( 16,3 - 17,0 ) 	17,55 ( 17,15 - 18,0 ) 	84,0	16,0	0,0	4,0	70,0	26,0	-1,05	0,24	0,0	0,77	28,39	756,97	0,1	1246,1	1244,15	500,0	
500	0,5	0,01	64,74 ( 63,7 - 65,75 ) 	66,33 ( 65,4 - 67,25 ) 	62,88 ( 62,35 - 63,25 ) 	64,96 ( 64,5 - 65,35 ) 	1,0	7,0	92,0	0,0	1,0	99,0	1,86	3,45	0,0	4,46	144,59	1999,55	0,5	629,6	626,8	500,0	
500	0,5	0,04	66,04 ( 64,85 - 67,3 ) 	67,57 ( 66,7 - 68,5 ) 	64,14 ( 63,65 - 64,6 ) 	66,43 ( 65,9 - 66,8 ) 	1,0	10,0	89,0	0,0	0,0	100,0	1,9	3,43	0,0	5,0	165,25	2254,84	0,51	2575,25	2519,4	500,0	
500	0,5	0,07	66,89 ( 66,05 - 67,79 ) 	68,79 ( 67,79 - 69,84 ) 	65,06 ( 64,53 - 65,47 ) 	67,39 ( 66,95 - 67,89 ) 	1,0	7,0	87,0	0,0	0,0	95,0	1,83	3,73	0,0	4,97	173,05	2338,5	0,51	4583,21	4483,0	500,0	
500	0,5	0,1	68,04 ( 67,0 - 69,21 ) 	69,77 ( 69,0 - 70,53 ) 	66,29 ( 65,89 - 66,63 ) 	68,75 ( 68,21 - 69,26 ) 	1,0	14,0	80,0	0,0	0,0	95,0	1,75	3,47	0,0	5,55	190,46	2411,4	0,52	6646,95	6464,58	500,0	
500	0,9	0,01	166,55 ( 164,15 - 168,95 ) 	167,91 ( 165,3 - 171,45 ) 	138,55 ( 136,25 - 141,45 ) 	156,7 ( 155,45 - 157,8 ) 	0,0	0,0	100,0	0,0	0,0	100,0	28,0	29,36	0,0	12,43	374,71	757,94	0,91	1166,85	1129,45	500,0	
500	0,9	0,04	183,54 ( 181,0 - 186,25 ) 	181,82 ( 179,2 - 184,6 ) 	151,19 ( 148,95 - 153,6 ) 	175,5 ( 174,55 - 176,55 ) 	0,0	0,0	100,0	0,0	0,0	100,0	32,35	30,63	0,0	12,67	393,01	837,34	0,93	4873,0	4661,55	500,0	
500	0,9	0,07	211,9 ( 208,95 - 215,05 ) 	205,46 ( 202,7 - 208,15 ) 	171,97 ( 171,0 - 173,0 ) 	199,96 ( 198,75 - 200,95 ) 	0,0	0,0	100,0	0,0	0,0	100,0	39,93	33,49	0,0	14,87	468,68	604,63	0,96	8732,05	8347,85	500,0	
500	0,9	0,1	248,13 ( 246,3 - 249,95 ) 	250,35 ( 247,45 - 254,3 ) 	236,75 ( 236,25 - 237,45 ) 	257,76 ( 256,3 - 258,9 ) 	0,0	0,0	100,0	0,0	0,0	100,0	11,38	13,6	0,0	15,69	504,06	737,65	0,98	12862,85	12308,4	500,0	
