NODE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 200
STEP 0		76	69,8	62	73		74	78	69	71	62	62	72	74		1,23	73,07	45		0	0	5	0	0	5	0.8994974874371859	185	187	200
STEP 1		75,4	70,4	62,8	69,2		72	79	69	72	62	63	69	70		1,19	81,18	46,07		0	0	10	0	0	10	0.8993969849246232	208	174	200
STEP 2		77	71,2	63,8	70,6		73	79	70	72	63	64	70	71		0,62	84,72	46,69		0	0	15	0	0	15	0.901105527638191	188	171	200
STEP 3		76,6	71,2	65,2	71,2		75	79	70	72	65	66	70	72		1,1	87,17	51,84		0	0	20	0	0	20	0.9019597989949749	205	197	200
STEP 4		77,4	72,2	64	71,2		76	80	71	74	64	64	71	72		1,13	86,79	41,78		0	0	25	0	0	25	0.9023618090452261	188	181	200
STEP 5		76,8	71,6	63,4	70,6		75	79	71	72	63	64	70	72		1,08	84,32	36,59		0	0	30	0	0	30	0.902713567839196	196	181	200
STEP 6		76,6	70,8	64	69,4		75	78	70	72	64	64	68	70		1,07	88,52	52,35		0	0	35	0	0	35	0.903467336683417	201	194	200
STEP 7		76,6	71,6	64,2	70,6		74	78	70	73	64	65	70	71		1,54	122,25	55,91		0	0	40	0	0	40	0.9038190954773869	210	166	200
STEP 8		75,4	71,8	64,6	70,4		74	77	70	75	64	65	70	71		1,33	120,23	48,38		0	0	45	0	0	45	0.9060301507537688	190	175	200
STEP 9		78,6	73,2	64,6	71,4		76	80	72	75	64	65	71	72		1,47	104,12	32,61		0	0	50	0	0	50	0.90678391959799	193	176	200
STEP 10		76,6	72,6	64,6	72,2		74	79	72	74	64	65	71	73		0,89	96,01	40,76		0	0	55	0	0	55	0.9076381909547738	193	173	200
STEP 11		77,8	73,6	66	71,4		76	80	73	75	65	67	70	72		1,07	89,15	32,84		0	0	60	0	0	60	0.908643216080402	172	182	200
STEP 12		78,8	74,2	66,2	72		78	81	73	76	66	67	72	72		1,3	89,77	40,84		0	0	65	0	0	65	0.9081407035175879	182	210	200
STEP 13		77,8	73,8	66,2	72,2		76	79	73	75	66	67	72	73		1,09	88,14	34,78		0	0	70	0	0	70	0.9067336683417085	176	194	200
STEP 14		76,6	73,4	64,8	70,6		76	78	71	75	64	65	70	71		1,21	89,22	32,3		0	0	75	0	0	75	0.9058291457286433	185	175	200
STEP 15		77	73,8	65,2	71,2		76	79	71	77	65	66	71	72		1,11	87,73	28,92		0	0	80	0	0	80	0.9063316582914572	193	206	200
STEP 16		78	73	64,2	70,2		76	79	72	74	64	65	70	71		1,05	85,76	34,36		0	0	85	0	0	85	0.905678391959799	167	181	200
STEP 17		77,8	73,4	64	69,6		77	79	71	75	64	64	69	70		0,9	78,16	24,77		0	0	90	0	0	90	0.9049748743718593	171	186	200
STEP 18		76,6	72,8	65,6	71,4		74	78	72	74	65	66	71	72		1,17	85,31	36,75		0	0	95	0	0	95	0.9042211055276382	178	165	200
STEP 19		76,6	73,8	64,8	72		75	78	72	75	64	65	72	72		1,05	64,76	27,32		0	0	100	0	0	100	0.9048743718592965	192	173	200
