EDGE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 200
STEP 0		74,8	69,8	73	77
STEP 1		74,4	70,8	73	75
STEP 2		73	70,8	72	74
STEP 3		74,4	71,8	73	76
STEP 4		73,8	71,6	73	75
STEP 5		77,2	73	76	79
STEP 6		76,8	73	75	79
STEP 7		76,6	73,2	76	78
STEP 8		76,2	74,4	75	78
STEP 9		76,2	73,4	75	78
STEP 10		76,2	72	73	79
STEP 11		77,8	73,2	76	80
STEP 12		78,2	73,8	77	80
STEP 13		77,6	73,2	76	79
STEP 14		77,6	73	75	80
STEP 15		77,8	73,2	77	78
STEP 16		76,2	72,2	75	79
STEP 17		75,8	72,6	75	77
STEP 18		75,2	72,2	74	76
STEP 19		77	71,4	75	79
