EDGE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 200
STEP 0		75,4	70,8	73	81
STEP 1		86,8	85	85	88
STEP 2		89,4	87,8	88	91
STEP 3		94	91,6	93	95
STEP 4		97,4	93,6	95	99
STEP 5		94,2	92,2	92	96
STEP 6		94,6	93,4	93	96
STEP 7		96	91,2	95	97
STEP 8		95,8	91	94	97
STEP 9		93,8	91,4	93	94
STEP 10		94,6	94	94	96
STEP 11		94,8	94	94	96
STEP 12		94,2	93	92	98
STEP 13		94,2	93	93	96
STEP 14		92,6	89,8	91	94
STEP 15		96,2	93,4	93	98
STEP 16		96,8	92,8	96	98
STEP 17		95,2	93,6	94	96
STEP 18		94,8	90,2	93	97
STEP 19		94,4	92,4	93	96
