EDGE_PROB: 0.07	EDGE_DENSITY: 0.5	GRAPH SIZE: 200
STEP 0		31,2	31,2	30	32
STEP 1		31,8	31,6	30	33
STEP 2		31,8	31,8	31	33
STEP 3		32	32,2	31	33
STEP 4		31,2	32,2	31	32
STEP 5		31,6	31,8	31	32
STEP 6		32,2	31,8	31	33
STEP 7		32	32,2	31	33
STEP 8		32,4	31,6	32	33
STEP 9		32,8	31,6	32	34
STEP 10		31,6	32,4	31	33
STEP 11		31,6	31,8	31	32
STEP 12		32	32	32	32
STEP 13		31,4	31,8	31	32
STEP 14		32,2	31,8	31	33
STEP 15		32	31,8	31	33
STEP 16		32	32,4	31	33
STEP 17		32,6	32,4	32	33
STEP 18		32,2	32,2	32	33
STEP 19		31,8	32,2	30	33
