EDGE_PROB: 0.1	EDGE_DENSITY: 0.5	GRAPH SIZE: 200
STEP 0		31	30,8	30	32
STEP 1		31,2	31,2	30	33
STEP 2		30,8	31,8	30	31
STEP 3		31,4	31,6	31	32
STEP 4		32,4	32,2	31	34
STEP 5		31,8	32,2	31	32
STEP 6		32,2	32,2	31	33
STEP 7		32,2	32,2	31	33
STEP 8		32,6	32,4	31	33
STEP 9		32,8	32,4	32	33
STEP 10		33	33	32	34
STEP 11		33,2	32,8	33	34
STEP 12		33,4	32,2	33	35
STEP 13		33,4	33	32	34
STEP 14		31,6	32,8	31	32
STEP 15		32,2	33	32	33
STEP 16		32,2	32,2	31	33
STEP 17		32,6	32,2	32	34
STEP 18		33	33,2	32	34
STEP 19		32,8	32,8	32	34
