EDGE_PROB: 0.04	EDGE_DENSITY: 0.5	GRAPH SIZE: 200
STEP 0		30,6	30,8	29	32
STEP 1		31	31,4	30	32
STEP 2		30,6	31,2	30	32
STEP 3		31	30,8	30	32
STEP 4		30,8	30,8	29	32
STEP 5		30,4	30,8	29	32
STEP 6		31,4	31	31	32
STEP 7		31,6	31,2	31	33
STEP 8		31	31,6	31	31
STEP 9		31	31,2	30	32
STEP 10		31,8	31,2	30	33
STEP 11		31,4	31,6	31	32
STEP 12		30,8	31,4	30	32
STEP 13		31	31,8	30	32
STEP 14		31	31,2	30	32
STEP 15		30,8	31,2	30	32
STEP 16		31,6	31,4	30	33
STEP 17		31,8	31,2	31	32
STEP 18		30,6	30,6	30	31
STEP 19		30,8	30,8	30	32
