NODE_PROB: 0.04	EDGE_DENSITY: 0.1	GRAPH SIZE: 100
STEP 0		5	5	6,6	6,22		5	5	5	5		0	5	0		0.10262626262626262	3	4	100
STEP 1		5	5	2,25	2,5		5	5	5	5		0	10	0		0.10059781488352917	3	3	99
STEP 2		5	5	2,02	2,63		5	5	5	5		0	15	0		0.09833024118738404	4	3	99
STEP 3		5	5	2,27	2,52		5	5	5	5		0	20	0		0.0995959595959596	4	5	100
STEP 4		5	5	2,34	2,51		5	5	5	5		0	25	0		0.09709338280766852	4	5	99
STEP 5		5	5	2,38	3,01		5	5	5	5		0	30	0		0.09699137386913528	4	2	98
STEP 6		5	5	2,61	2,73		5	5	5	5		0	35	0		0.09595959595959595	4	1	100
STEP 7		5	5	2,75	2,6		5	5	5	5		0	40	0		0.09347039786788502	4	7	103
STEP 8		5	5	4,97	3,19		5	5	5	5		0	45	0		0.09616161616161616	3	4	100
STEP 9		5	5	2,65	4,33		5	5	5	5		0	50	0		0.09647495361781076	3	7	99
STEP 10		5	5	2,73	3,42		5	5	5	5		0	55	0		0.09697648376259799	3	7	95
STEP 11		5	5	2,55	2,86		5	5	5	5		0	60	0		0.09645909645909646	3	4	91
STEP 12		5	5	2,5	2,6		5	5	5	5		0	65	0		0.10012484394506867	3	1	90
STEP 13		5	5	2,21	2,38		5	5	5	5		0	70	0		0.10152890587673197	4	4	92
STEP 14		5	5	2	2,61		5	5	5	5		0	75	0		0.1020066889632107	3	3	92
STEP 15		5	5	2,32	2,78		5	5	5	5		0	80	0		0.1043956043956044	4	2	92
STEP 16		5	5	2,05	2,31		5	5	5	5		0	85	0		0.10272248913292154	4	4	94
STEP 17		5	5	3,08	4,45		5	5	5	5		0	90	0		0.09929078014184398	3	4	94
STEP 18		5	5	4,82	5,6		5	5	5	5		0	95	0		0.09700794763908369	3	3	93
STEP 19		5	5	3,93	5,29		5	5	5	5		0	100	0		0.09724170172978028	4	5	93
