NODE_PROB: 0.1	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		15,8	15,2	10,55	6,21		15	16	15	16		3	2	0		0.5034343434343435	10	11	100
STEP 1		16	15,4	6,52	4,92		16	16	15	16		6	4	0		0.5034013605442177	9	11	99
STEP 2		15,8	15,4	6,09	4,75		15	16	15	16		9	5	1		0.49828178694158076	11	13	97
STEP 3		15	15	5,93	4,17		15	15	15	15		9	10	1		0.49608062709966405	10	11	95
STEP 4		15	15	5,15	4,59		15	15	15	15		9	15	1		0.4994280485014871	11	7	94
STEP 5		15	15	4,08	4,49		15	15	15	15		9	20	1		0.4969492951819903	11	8	98
STEP 6		15,6	15,6	5,28	4,71		15	16	15	16		10	23	2		0.4982178217821782	11	14	101
STEP 7		15,6	15,6	5,45	4,23		15	16	15	16		11	26	3		0.5066273932253313	11	8	98
STEP 8		16	16	5,91	4,71		16	16	16	16		11	31	3		0.5077227722772277	11	11	101
STEP 9		16,2	16,2	11,34	9,43		16	17	16	17		12	34	4		0.5203960396039604	10	9	101
STEP 10		17	16,2	14	9,31		17	17	16	17		16	35	4		0.5204814599106969	11	13	102
STEP 11		16,4	16	11,07	8,04		16	17	16	16		18	38	4		0.5125252525252525	9	8	100
STEP 12		16,4	16	10,64	8,66		16	17	16	16		20	41	4		0.5063366336633663	10	10	101
STEP 13		16,6	16,2	13,88	10,18		16	17	16	17		22	44	4		0.5112871287128713	11	14	101
STEP 14		16	15,8	13,91	10,12		16	16	15	16		23	48	4		0.5131495897328003	10	6	98
STEP 15		16	16	11,92	8,07		16	16	16	16		23	53	4		0.5117452921762764	9	13	102
STEP 16		15,8	15,2	11,32	7,38		15	16	15	16		27	53	5		0.5099936881969283	11	9	98
STEP 17		15,8	15,6	9,76	8,03		15	16	15	16		28	57	5		0.5070707070707071	9	11	100
STEP 18		15,8	15,4	9,47	5,85		15	16	15	16		30	60	5		0.5076793604039554	11	10	98
STEP 19		15,8	15	7,8	5,55		15	16	15	15		34	61	5		0.5021645021645021	10	5	99
