NODE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0			41,4	41,8	37	37	37	6,48	6,82	5,52		37	37	37	37	0	5	0		0	5	0		0.9	4	2	100
STEP 1			41	42,8	38	38	38	4,35	4,43	4,34		38	38	38	38	0	10	0		0	10	0		0.9000194137060765	4	6	102
STEP 2			40	41,8	38	37,6	37,8	4,43	4,78	4,36		38	38	37	38	1	14	0		2	13	0		0.9002020202020202	3	5	100
STEP 3			39,8	41,4	37	37	37,2	4,1	4,18	4,44		37	37	37	37	1	18	1		2	18	0		0.9019566589522406	3	3	98
STEP 4			40,4	42,2	38	38	38	4,71	5,14	4,68		38	38	38	38	1	23	1		2	23	0		0.9023774458236903	4	4	98
STEP 5			40	41,6	37,2	37,6	37,4	4,62	5,43	5,22		37	38	37	38	1	27	2		2	26	2		0.8996423311592678	3	5	98
STEP 6			39,4	41,4	36,4	36,8	36,2	4,28	5,01	4,84		36	37	36	38	2	31	2		2	29	4		0.8986842105263158	3	3	96
STEP 7			38,4	40,6	36	36	36,2	4,08	4,35	4,67		36	36	36	36	2	35	3		2	34	4		0.8975877192982457	3	3	96
STEP 8			38,6	42	36	36,2	36	4,56	5,11	4,47		36	36	36	37	2	40	3		2	38	5		0.8980263157894737	3	0	96
STEP 9			39,6	43,2	37,8	37,6	37,8	4,76	5,29	4,98		37	38	37	38	3	43	4		3	42	5		0.8985776128633272	3	2	99
STEP 10			40	43,4	38	37,6	37,6	4,66	4,88	4,79		38	38	37	38	5	46	4		5	45	5		0.8977777777777778	3	4	100
STEP 11			40,2	43,4	37,2	37	37	4,76	4,94	4,63		37	38	37	37	6	50	4		6	49	5		0.8967223252937538	4	4	99
STEP 12			39,6	43,8	37	37	37	4,01	4,16	4,4		37	37	37	37	6	55	4		6	54	5		0.8969284683570398	3	3	99
STEP 13			40,6	42,4	36	36	36,2	3,27	3,64	3,6		36	36	36	36	6	59	5		6	59	5		0.8998144712430427	3	5	99
STEP 14			40	42	36,8	36,4	36,2	3,59	3,73	3,61		36	37	36	37	9	61	5		9	60	6		0.897766323024055	3	6	97
STEP 15			38	39	35,4	35	35,4	3,9	3,75	3,64		35	36	35	35	10	64	6		11	63	6		0.8943033630748113	3	3	94
STEP 16			37,8	40,2	35,2	35,2	35,4	3,03	3,44	3,07		35	36	35	36	10	68	7		11	68	6		0.8945321436742164	3	3	94
STEP 17			37,6	41,4	36	36	36	3,77	3,58	3,69		36	36	36	36	10	73	7		11	73	6		0.8949897048730268	3	4	94
STEP 18			38,4	41,2	36	36	36	3,45	3,51	3,21		36	36	36	36	10	78	7		11	78	6		0.8950444132772324	3	4	93
STEP 19			38,6	41	36	35,8	35,6	2,59	2,8	2,65		36	36	35	36	12	81	7		12	82	6		0.8956043956043956	4	7	92
