NODE_PROB: 0.04	EDGE_DENSITY: 0.2	GRAPH SIZE: 400
STEP 0			25,4	23,4	23,2	23	23	1312,47	1120,51	1203,46		23	24	23	23	1	4	0		1	4	0		0.20028822055137846	15	17	400
STEP 1			25	23	23	23	23	1085,91	894,78	988,84		23	23	23	23	1	9	0		1	9	0		0.20034682227257192	15	24	398
STEP 2			24,6	22,8	22,8	22,6	22,8	994,24	773,71	891,21		22	23	22	23	2	12	1		3	11	1		0.20050088781703018	15	18	389
STEP 3			24,8	22,2	22,8	22,2	22,4	952,63	717,12	805,13		22	23	22	23	4	15	1		7	11	2		0.20055177982639122	16	17	386
STEP 4			24,4	22,2	22,8	22	22	933,2	683,26	800,87		22	23	22	22	8	16	1		11	12	2		0.20066287878787878	15	10	385
STEP 5			24,8	22,4	23	22,2	22,6	965,18	695,26	776,88		23	23	22	23	10	19	1		15	13	2		0.2004877727242766	15	11	390
STEP 6			24,8	22,6	23	22,2	22,6	963,11	638,16	719,16		23	23	21	23	12	22	1		18	15	2		0.2004624068405213	16	26	394
STEP 7			24,6	22,4	22,4	21,2	21,6	841,67	506,25	547,35		22	23	20	22	14	25	1		21	17	2		0.20062282419495214	16	13	384
STEP 8			24,8	23	22,8	21,2	21,8	926,82	379,82	493,17		22	23	21	22	19	25	1		26	17	2		0.20149683362118595	16	12	387
STEP 9			25	22,6	22,8	20,8	21,6	980,53	296,6	509,93		22	23	19	22	24	25	1		31	17	2		0.20187553282182438	16	14	391
STEP 10			25	22,6	23	20,8	21,6	992,17	279,08	419,05		23	23	20	22	29	25	1		36	17	2		0.20112167004206263	16	22	393
STEP 11			25	22,8	22,8	20,2	21	917,87	230,79	326,37		22	23	19	22	33	26	1		41	17	2		0.2022064237993868	16	20	387
STEP 12			25	22,4	22,4	20,4	21,4	931,87	238,62	356,38		22	23	19	21	36	28	1		46	17	2		0.20180990526704304	16	21	383
STEP 13			24,2	22	22	20,2	21	901,97	196,22	309,62		22	22	20	21	40	29	1		51	17	2		0.20159151193633953	16	9	378
STEP 14			24,8	22,6	22,8	19,6	21	922,94	186,91	279,02		22	23	19	21	45	29	1		56	17	2		0.2019345238095238	16	18	385
STEP 15			24,6	22,2	22,2	19,8	21,4	885,95	194,84	321,93		22	23	19	21	48	31	1		61	17	2		0.20220633466843466	15	11	383
STEP 16			24,6	22,6	22,4	19,8	21	911,52	131,11	318,27		22	23	19	21	52	32	1		66	17	2		0.20136294868190277	15	18	387
STEP 17			24,8	22,6	22,2	20,2	21,2	864,69	201,15	322,12		22	23	20	21	55	34	1		71	17	2		0.20056842906875544	16	23	384
STEP 18			24	22	22	19,8	21	810,61	158,02	383,44		22	22	19	21	59	35	1		76	17	2		0.2011400191884418	15	18	377
STEP 19			24	22,4	22	19,8	21	776,25	224,42	397,47		22	22	19	21	63	36	1		81	17	2		0.2018752419320153	15	15	374
