NODE_PROB: 0.05	EDGE_DENSITY: 0.5	GRAPH SIZE: 50NODE_PROB: 0.05	EDGE_DENSITY: 0.5	GRAPH SIZE: 50NODE_PROB: 0.05	EDGE_DENSITY: 0.5	GRAPH SIZE: 50NODE_PROB: 0.05	EDGE_DENSITY: 0.5	GRAPH SIZE: 50NODE_PROB: 0.05	EDGE_DENSITY: 0.5	GRAPH SIZE: 50
STEP 0		9,4	9	1,09	0,81		9	10	9	9		2	3	0		0.49387755102040815	2	2	50
STEP 1		9,2	9,2	0,65	0,54		9	10	9	10		2	8	0		0.4906122448979592	2	2	50
STEP 2		9	9,2	0,55	0,51		9	9	9	10		2	12	1		0.4946938775510204	2	1	50
STEP 3		10	9,6	0,74	0,6		10	10	9	10		4	15	1		0.49411764705882355	2	1	51
STEP 4		9,8	9,4	0,7	0,52		9	10	9	10		6	18	1		0.4856711915535445	2	2	52
STEP 5		9,8	9,8	0,62	0,57		9	10	9	10		7	21	2		0.47285067873303166	2	1	52
STEP 6		9,8	10	0,69	0,62		9	10	10	10		7	25	3		0.4716981132075472	2	1	53
STEP 7		10	10	0,58	0,62		10	10	10	10		7	30	3		0.4703004891684137	2	3	54
STEP 8		9,8	10	0,84	0,59		9	10	10	10		7	34	4		0.4782293178519594	2	2	53
STEP 9		9,2	9,4	0,56	0,54		9	10	9	10		7	38	5		0.47895500725689405	2	4	53
STEP 10		10	10	0,53	0,54		10	10	10	10		7	43	5		0.4823529411764706	2	4	51
STEP 11		9,2	9,6	0,59	0,59		9	10	9	10		7	46	7		0.48299319727891155	2	4	49
STEP 12		9,2	9,8	0,64	0,53		9	10	9	10		7	48	10		0.4884366327474561	2	4	47
STEP 13		9,2	9,6	0,58	0,52		9	10	9	10		7	51	12		0.4888888888888889	2	4	45
STEP 14		9	9	0,51	0,43		9	9	9	9		7	56	12		0.49612403100775193	2	1	43
STEP 15		9	9	0,49	0,42		9	9	9	9		7	61	12		0.49682875264270615	2	5	44
STEP 16		9	9	0,46	0,4		9	9	9	9		7	66	12		0.5121951219512195	2	0	41
STEP 17		9	9	0,48	0,45		9	9	9	9		7	71	12		0.5149501661129569	2	2	43
STEP 18		9,8	9,8	0,51	0,46		9	10	9	10		7	76	12		0.5193798449612403	2	5	43
STEP 19		9	9,4	0,49	0,44		9	9	9	10		7	79	14		0.5064102564102564	2	5	40
