NODE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		38	38	9,12	8,93		38	38	38	38		0	5	0		0.9058585858585858	6	7	100
STEP 1		37	37	5,73	6,35		37	37	37	37		0	10	0		0.9049680478251907	6	5	99
STEP 2		37	37	5,91	6,82		37	37	37	37		0	15	0		0.9046464646464647	7	7	100
STEP 3		36,8	37	6,41	6,49		36	37	37	37		0	19	1		0.901010101010101	7	6	100
STEP 4		37	37	8,04	7,25		37	37	37	37		0	24	1		0.8994059405940594	7	14	101
STEP 5		35	35	5,36	5,34		35	35	35	35		0	29	1		0.8991077556623198	7	6	94
STEP 6		35	35	6,05	6,25		35	35	35	35		0	34	1		0.9005599104143337	6	6	95
STEP 7		34,4	34,2	6,58	6,82		34	35	34	35		1	38	1		0.8954087346024636	7	6	95
STEP 8		35	35	12,6	13,43		35	35	35	35		1	43	1		0.8960526315789473	7	8	96
STEP 9		35,2	35,2	10,3	11,28		35	36	35	36		1	48	1		0.8958566629339306	7	4	95
STEP 10		36	36	10,97	13,24		36	36	36	36		1	53	1		0.8948032821375973	7	7	98
STEP 11		36	36	10,49	11,56		36	36	36	36		1	58	1		0.898379970544919	7	11	98
STEP 12		36	35,8	13,05	13,84		36	36	35	36		2	62	1		0.9000228780599405	6	5	94
STEP 13		36,2	36	11,57	12,64		36	37	36	36		3	66	1		0.903471444568869	6	6	95
STEP 14		37	36,6	10,85	12,19		37	37	36	37		5	69	1		0.9036954087346024	7	7	95
STEP 15		36	36	9,55	10,01		36	36	36	36		5	74	1		0.9016797312430012	6	10	95
STEP 16		35,8	35,4	9,17	10,19		35	36	35	36		7	77	1		0.8984126984126984	6	2	91
STEP 17		36	36	6,97	6,45		36	36	36	36		7	82	1		0.8976483762597984	6	10	95
STEP 18		35	34,8	3,42	3,2		35	35	34	35		8	86	1		0.895970695970696	7	3	91
STEP 19		35,6	35,6	2,5	2,86		35	36	35	36		10	87	3		0.896976483762598	6	9	95
