NODE_PROB: 0.1	EDGE_DENSITY: 0.1	GRAPH SIZE: 500
STEP 0		16	17	16,6	18,2	17		15	17	16	18	16	17	18	19	17	17		3,78	111,09	2793,96	1146,26		3	1	1	0	3	2	0	3	2	0.10028056112224448	54	64	500
STEP 1		15,6	16,8	16,4	17,4	17		15	16	16	17	16	17	17	18	17	17		2,95	111,64	2645,94	1108,02		6	3	1	0	6	4	0	5	5	0.10041317140353073	50	49	490
STEP 2		15,6	16,6	16,2	17,4	17		15	16	16	17	16	17	17	18	17	17		3,03	114,12	2702,89	1144,58		9	5	1	0	9	6	0	6	9	0.1005860592709589	51	43	491
STEP 3		15,8	17,2	16,6	17,4	17		15	16	17	18	16	17	17	18	17	17		3,35	121,68	2849	1228,36		13	6	1	0	11	9	0	9	11	0.1002567383763511	49	43	499
STEP 4		15,8	17	17	17,8	17,4		15	16	17	17	17	17	17	18	17	18		3,23	122,3	2969,6	1316,85		18	6	1	0	16	9	0	12	13	0.10053433914820054	54	60	505
STEP 5		15,4	17	16,2	17,2	17		15	16	17	17	16	17	17	18	17	17		3,16	120,35	2848,63	1191,22		22	7	1	0	17	13	0	13	17	0.0993875300802408	55	63	499
STEP 6		15,4	16,4	16	17	17		15	16	16	17	16	16	17	17	17	17		3,02	117,03	2672,13	1125,35		25	9	1	0	20	15	0	13	22	0.09924768277983291	51	47	491
STEP 7		16	17	16,2	17	17		16	16	17	17	16	17	17	17	17	17		3,08	119,48	2752,14	1154,98		26	13	1	0	21	19	0	14	26	0.09898172003435161	54	57	495
STEP 8		15,6	16,8	16	17	17		15	16	16	17	16	16	17	17	17	17		2,87	116,86	2664,16	1114,74		28	16	1	0	22	23	0	14	31	0.09876972496812544	47	49	492
STEP 9		15,6	16,2	16	17	17		15	16	16	17	16	16	17	17	17	17		3,07	117,91	2636,64	1097,01		30	19	1	0	26	24	0	14	36	0.09881056717165394	50	49	490
STEP 10		15,4	16,8	16	17,4	17		15	16	16	17	16	16	17	18	17	17		3,01	118,76	2660,09	1124,46		33	21	1	0	27	28	0	14	41	0.09946381811380356	55	39	491
STEP 11		16	17	17	17,6	17,2		16	16	17	17	17	17	17	18	17	18		3,13	124,26	3011,3	1311,7		38	21	1	0	32	28	0	18	42	0.09935215286385855	49	48	507
STEP 12		16	17,2	16,6	17,8	17		16	16	17	18	16	17	17	18	17	17		3,28	124,29	2986,03	1285,57		41	23	1	0	34	31	0	21	44	0.09880569662519996	54	50	508
STEP 13		15,8	17	17	17,8	17		15	16	17	17	17	17	17	18	17	17		3,38	127,18	3069,16	1352,08		46	23	1	0	39	31	0	26	44	0.0989481409001957	46	50	512
STEP 14		16	17	17	17,8	17,2		16	16	17	17	17	17	17	18	17	18		3,62	125,44	2878,69	1227,17		51	23	1	0	44	31	0	30	45	0.09900759446489307	55	43	508
STEP 15		16,2	17,2	17	17,6	18		16	17	17	18	17	17	17	18	18	18		3,03	111,65	2722,98	1233,22		55	24	1	0	48	32	0	30	50	0.0995108937305469	51	55	520
STEP 16		16,4	17,6	17	18	18		16	17	17	18	17	17	18	18	18	18		3,01	110,07	2650,45	1207,47		58	26	1	0	50	35	0	30	55	0.10034620305561827	46	46	516
STEP 17		16,2	17,2	17	17,8	18		16	17	17	18	17	17	17	18	18	18		3,23	110,05	2652,4	1209,69		62	27	1	0	54	36	0	30	60	0.10033867690223527	51	48	516
STEP 18		16	17,6	17	18	18		16	16	17	18	17	17	18	18	18	18		3,35	112,83	2597,22	1133,19		67	27	1	0	56	39	0	30	65	0.10118210696245378	45	47	519
