NODE_PROB: 0.07	EDGE_DENSITY: 0.1	GRAPH SIZE: 100
STEP 0		5	5	6,03	6,5		5	5	5	5		0	5	0		0.10343434343434343	7	5	100
STEP 1		5,4	5,2	3,17	2,67		5	6	5	6		2	7	1		0.10366919044845661	7	4	102
STEP 2		5,2	5,4	2,63	2,99		5	6	5	6		3	9	3		0.10402930402930403	6	7	105
STEP 3		5,6	5,8	3,17	3,03		5	6	5	6		3	13	4		0.10623599701269604	7	14	104
STEP 4		5	5	2,63	2,97		5	5	5	5		3	18	4		0.1052405498281787	7	8	97
STEP 5		5	5	2,75	3,03		5	5	5	5		3	23	4		0.10701754385964912	7	11	96
STEP 6		5	5	2,71	3,32		5	5	5	5		3	28	4		0.10320114667940755	6	8	92
STEP 7		5	5	2,67	3,17		5	5	5	5		3	33	4		0.10062421972534331	7	2	90
STEP 8		5	5	2,61	2,38		5	5	5	5		3	38	4		0.09944008958566629	6	5	95
STEP 9		5	5	2,25	2,93		5	5	5	5		3	43	4		0.10043859649122808	6	7	96
STEP 10		5	5	3,07	3,24		5	5	5	5		3	48	4		0.0967525195968645	7	1	95
STEP 11		5	5	2,96	2,89		5	5	5	5		3	53	4		0.09465346534653465	6	5	101
STEP 12		5	5	2,64	3,09		5	5	5	5		3	58	4		0.09299165210638712	6	12	102
STEP 13		5	5	2,92	3,14		5	5	5	5		3	63	4		0.0881578947368421	6	6	96
STEP 14		5	5	2,35	3,22		5	5	5	5		3	68	4		0.09035087719298246	6	6	96
STEP 15		5	5	2,72	3,26		5	5	5	5		3	73	4		0.09100877192982457	6	10	96
STEP 16		5	5	4,98	5,56		5	5	5	5		3	78	4		0.09149546106067845	6	4	92
STEP 17		5	5	3,76	4,47		5	5	5	5		3	83	4		0.09448638755433539	6	9	94
STEP 18		5	5	3,88	5,3		5	5	5	5		3	88	4		0.09548229548229548	7	4	91
STEP 19		5	5	4,29	6,17		5	5	5	5		3	93	4		0.09448638755433539	7	9	94
