NODE_PROB: 0.04	EDGE_DENSITY: 0.1	GRAPH SIZE: 200
STEP 0			10	9	8,6	8	8	121,23	98,03	98,98		8	9	8	8	3	2	0		3	2	0		0.10150753768844221	7	9	200
STEP 1			9,8	8,2	8,4	8	8	78,75	44,9	61,24		8	9	8	8	5	5	0		5	5	0		0.10311234169102189	7	9	198
STEP 2			9,2	8	8	8	8	52,81	25,61	35,5		8	8	8	8	5	10	0		5	10	0		0.10245944531658817	7	8	196
STEP 3			9,4	8,2	8	7,8	7,8	39,94	34,09	24,6		8	8	7	8	6	14	0		6	14	0		0.10108379592915676	8	8	195
STEP 4			9	8	8	7,8	8	46	30,72	25,47		8	8	7	8	6	19	0		7	18	0		0.0999206978588422	8	6	195
STEP 5			9,4	8,6	8	7,6	7,8	48,88	24,16	23,04		8	8	7	8	7	23	0		9	21	0		0.10043509789702683	8	8	197
STEP 6			9	8,6	8	7,8	8	60,49	25,7	42,2		8	8	7	8	7	28	0		10	25	0		0.09981352947270279	8	6	197
STEP 7			9,2	8	8	8	8	73,74	30,64	34,45		8	8	8	8	7	33	0		10	30	0		0.09882747068676717	8	10	199
STEP 8			9	8	8	8	8	63,94	27,11	41,99		8	8	8	8	7	38	0		10	35	0		0.09919196104837874	7	8	197
STEP 9			9	8,2	8,2	8	8	64,78	26,62	29,72		8	9	8	8	8	42	0		11	39	0		0.10036630036630037	8	10	196
STEP 10			9	8,2	8	7,8	8	66,23	31,77	31,1		8	8	7	8	8	47	0		12	43	0		0.10026173815501309	7	5	194
STEP 11			9	8,6	8	8	8	50,39	25,49	27,43		8	8	8	8	8	52	0		12	48	0		0.10010465724751438	8	12	196
