NODE_PROB: 0.01	EDGE_DENSITY: 0.1	GRAPH SIZE: 400
STEP 0			15	13,4	14	14	14	1011,66	894,44	972,59		14	14	14	14	0	5	0		0	5	0		0.0993358395989975	3	5	400
STEP 1			15	13,4	14	14	14	794,62	666,05	737,21		14	14	14	14	0	10	0		0	10	0		0.0992873688340949	4	6	398
STEP 2			15	13,2	14	14	14	785,88	637,1	735,42		14	14	14	14	0	15	0		0	15	0		0.09937348165196266	3	4	396
STEP 3			15	13,2	14	14	13,8	777,04	609,3	725,96		14	14	14	14	1	19	0		0	20	0		0.09931247188845338	4	3	395
STEP 4			15	13	14	13,8	14	780,95	605,68	729,31		14	14	13	14	1	24	0		1	24	0		0.09923283467587266	3	2	396
STEP 5			15,2	13,4	14	13,8	14	771,25	611,69	738,95		14	14	13	14	1	29	0		2	28	0		0.09912729308195303	4	5	397
STEP 6			15	13,2	14	13,6	14	760,67	592,84	724,98		14	14	13	14	1	34	0		4	31	0		0.09906661552231172	3	5	396
STEP 7			15	13,4	14	13,6	14	738,83	566,83	693,68		14	14	13	14	1	39	0		6	34	0		0.0988620658477674	3	5	394
STEP 8			15	13,2	14	13,6	13,8	734,11	553,05	689,86		14	14	13	14	2	43	0		8	37	0		0.09875254449605929	3	4	392
STEP 9			14,8	13	13,8	13,2	13,8	730,1	544,51	689,33		13	14	13	14	2	48	0		11	39	0		0.09860318709423568	3	5	391
STEP 10			14,8	12,8	13,8	13	13,8	743,76	507,53	661,9		13	14	13	13	2	53	0		15	40	0		0.09875970635783002	4	3	389
STEP 11			14,8	13,2	14	13	13,6	755,4	477,92	674,01		14	14	12	14	4	56	0		19	41	0		0.09880693428251269	4	3	390
STEP 12			15	13,2	14	13	13,6	762,18	448,55	659,58		14	14	12	14	6	59	0		23	42	0		0.09911469604564234	4	6	391
STEP 13			14,8	13	14	13	13,4	757,75	418,66	625,2		14	14	12	14	9	61	0		27	43	0		0.09926324437495031	3	4	389
STEP 14			14,8	13,4	13,8	12,8	13,4	733,37	379,52	604,93		13	14	12	13	11	64	0		31	44	0		0.09904366125895735	4	5	388
STEP 15			15	13,4	14	13	13,4	710,61	357,09	590,69		14	14	12	14	14	66	0		35	45	0		0.09930245946633463	3	8	387
STEP 16			15	13	13,6	12,6	13,4	677,28	305,08	560,17		13	14	12	13	16	68	1		38	47	0		0.0993802476261148	4	4	382
STEP 17			14,4	13,2	13,6	12,4	13,2	662,29	276,22	519,83		13	14	12	13	19	69	2		42	48	0		0.0993802476261148	3	3	382
STEP 18			14,6	13,2	13,8	12,4	13,4	673,76	241,91	501,91		13	14	12	13	22	70	3		47	48	0		0.09916037982163224	3	4	382
STEP 19			14,4	13	13,8	12,4	13,4	666,44	216,76	479,61		13	14	12	13	24	73	3		52	48	0		0.09903301560989086	3	0	381
