NODE_PROB: 0.04	EDGE_DENSITY: 0.1	GRAPH SIZE: 400
STEP 0			15,6	14	14,2	14	14	1024,94	906,35	980,11		14	15	14	14	1	4	0		1	4	0		0.10264411027568922	16	10	400
STEP 1			16	13,6	14	14	14,2	871,37	725,86	797,63		14	14	14	14	1	8	1		1	9	0		0.10157513835674756	16	17	406
STEP 2			15,6	14	14,4	14	14	871,14	701,33	799,12		14	15	14	14	3	11	1		3	12	0		0.10205353868720206	16	23	405
STEP 3			15	13,6	14	14	14	821,44	656,53	741,88		14	14	14	14	3	16	1		3	17	0		0.10141387035935344	15	12	398
STEP 4			15	13	14	14	14	840,2	680,76	727,71		14	14	14	14	3	21	1		3	22	0		0.10102244389027432	15	15	401
STEP 5			15	13,8	14	14	14	839,37	683,17	728,45		14	14	14	14	3	26	1		3	27	0		0.10113466334164589	16	20	401
STEP 6			15	13,6	14	14	14	811,42	667,37	737,74		14	14	14	14	3	31	1		3	32	0		0.10074294583110704	15	12	397
STEP 7			15	13,6	14	14	14	832,36	686,15	741,05		14	14	14	14	3	36	1		3	37	0		0.10083959899749373	16	15	400
STEP 8			15,2	13,8	14	14	14	851,3	687	751,85		14	14	14	14	3	41	1		3	42	0		0.10098503740648379	15	8	401
STEP 9			15,2	13,8	14	14	14	906,45	737,79	784,54		14	14	14	14	3	46	1		3	47	0		0.10084549790432143	16	12	408
STEP 10			15,2	13,8	14,4	14	14	935,52	763,74	793,2		14	15	14	14	5	49	1		5	50	0		0.1002055134292396	16	14	412
STEP 11			15,6	13,6	14,4	14	14	962,41	766,65	794,03		14	15	14	14	7	52	1		7	53	0		0.10032635014212023	15	22	414
STEP 12			15,2	13,6	14	14	14	901,51	720,5	741,41		14	14	14	14	7	57	1		7	58	0		0.10009561733699665	16	19	407
STEP 13			15,4	13,6	14	13,8	13,8	860,53	696,73	698,26		14	14	13	14	8	61	1		8	62	0		0.09964867454487385	16	10	404
STEP 14			15,6	13,8	14,2	14	13,8	878,32	695,02	685,56		14	15	14	14	9	65	1		9	66	0		0.09992247599737611	16	13	410
STEP 15			15,8	13,8	14,4	14	14	890,92	698,9	684,21		14	15	14	14	11	68	1		11	69	0		0.10014339782317402	15	18	413
STEP 16			15,2	13,8	14,2	13,8	13,8	798,27	595,26	605,72		14	15	13	14	13	71	1		13	72	0		0.10063808217544278	16	9	410
STEP 17			15,8	13,8	14,8	14,2	14,4	802,5	594,88	624,35		14	15	14	15	15	73	2		16	74	0		0.1003850765541413	15	15	417
STEP 18			15,8	13,8	14,8	14	14,4	802,72	610,73	635,25		14	15	14	14	17	76	2		20	75	0		0.10070789522228371	16	6	417
STEP 19			15,8	14,6	15	14,8	14,8	857,85	655,77	704,55		15	15	14	15	18	80	2		21	79	0		0.10014183461424284	16	13	427
