NODE_PROB: 0.04	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		15	15	8,91	6,46		15	15	15	15		0	5	0		0.49818181818181817	3	4	100
STEP 1		15,4	15,2	4,63	3,65		15	16	15	16		2	7	1		0.49907235621521334	3	4	99
STEP 2		15,6	15	4,73	4,71		15	16	15	15		5	9	1		0.4992636229749632	3	1	98
STEP 3		15,6	15	5,54	3,66		15	16	15	15		8	11	1		0.5	3	0	100
STEP 4		16	15,8	5,65	4,37		16	16	15	16		9	15	1		0.49800114220445457	3	6	103
STEP 5		16	15,6	5,15	4,15		16	16	15	16		11	18	1		0.5062626262626263	4	4	100
STEP 6		16	15,6	5,73	4,45		16	16	15	16		13	21	1		0.5066666666666667	3	0	100
STEP 7		16	16	5,46	4,16		16	16	16	16		13	26	1		0.5079002474776318	4	6	103
STEP 8		16,2	16,2	5,17	5,35		16	17	16	17		14	29	2		0.5112871287128713	4	4	101
STEP 9		16,2	15,8	6,28	5,35		16	17	15	16		16	32	2		0.5116831683168317	3	4	101
STEP 10		16,2	16	9,78	8,96		16	17	16	16		17	36	2		0.5127272727272727	4	3	100
STEP 11		16,2	16	9,42	8,16		16	17	16	16		18	40	2		0.5128712871287129	4	6	101
STEP 12		16	16	9,46	7,32		16	16	16	16		18	45	2		0.5135023706452277	4	4	99
STEP 13		16,2	15,8	9,82	6,92		16	17	15	16		20	48	2		0.5141207998350855	3	3	99
STEP 14		15,8	15,8	9,54	7,13		15	16	15	16		21	51	3		0.5112347969490827	4	4	99
STEP 15		15,8	16	8,58	7,55		15	16	16	16		21	55	4		0.507730364873222	3	1	99
STEP 16		16	16	8,48	8,23		16	16	16	16		21	60	4		0.5047524752475248	3	7	101
STEP 17		15,8	15,6	7,39	7,1		15	16	15	16		23	62	5		0.5040807560137457	4	3	97
STEP 18		15,4	15	8,03	7,9		15	16	15	15		25	65	5		0.5011571638964865	4	7	98
STEP 19		15,4	15	10,31	5,9		15	16	15	15		27	68	5		0.5007838745800672	4	7	95
