NODE_PROB: 0.04	EDGE_DENSITY: 0.05	GRAPH SIZE: 80
STEP 0			4	3,4	4	3,8	3,6	7,98	5,56	4,16		4	4	3	4	2	3	0		1	4	0		0.050949367088607596	3	6	80
STEP 1			4	3,4	3	3,8	3,8	3,94	3,2	3,45		3	3	3	4	2	4	4		1	5	4		0.05194805194805195	3	3	77
STEP 2			3,6	3,6	3	3,4	3,4	4	3,17	2,98		3	3	3	4	2	7	6		1	8	6		0.05126452494873548	3	4	77
STEP 3			3,6	3	3	3	3	2,62	2,87	2,61		3	3	3	3	2	12	6		1	13	6		0.04842105263157895	3	5	76
STEP 4			3,8	3,6	3	3	3	2,42	2,73	2,39		3	3	3	3	2	17	6		1	18	6		0.0518326545723806	3	2	74
STEP 5			3,6	3	3	3	3	2,14	2,91	2,36		3	3	3	3	2	22	6		1	23	6		0.05081081081081081	3	6	75
STEP 6			3,4	3,2	3	3	3	3,32	2,84	2,61		3	3	3	3	2	27	6		1	28	6		0.05086071987480438	3	1	72
STEP 7			3,6	3,2	3	3	3	3,1	3,02	3,43		3	3	3	3	2	32	6		1	33	6		0.050351721584598295	3	1	74
STEP 8			3,6	3	3	3	3	2,53	2,48	2,58		3	3	3	3	2	37	6		1	38	6		0.05157894736842105	3	1	76
STEP 9			4	3,8	3,6	4	4	2,16	2,61	2,48		3	4	4	4	2	40	8		1	41	8		0.05228105228105228	3	2	78
STEP 10			4	4	3,8	4	4	2,73	2,69	2,46		3	4	4	4	2	44	9		1	45	9		0.05225576111652061	3	5	79
STEP 11			3,4	3,2	3	3,2	3,2	3,04	3,45	2,54		3	3	3	4	2	48	10		1	49	10		0.045454545454545456	3	4	77
STEP 12			3,2	3	3	3	3	3,23	3,2	2,74		3	3	3	3	2	53	10		1	54	10		0.043859649122807015	3	1	76
STEP 13			3	3	3	3	3	3,81	2,9	2,66		3	3	3	3	2	58	10		1	59	10		0.04195804195804196	3	2	78
STEP 14			3	3	3	3	3	2,91	5,31	3,84		3	3	3	3	2	63	10		1	64	10		0.042843232716650435	3	2	79
STEP 15			3,2	3	3	3	3	3,09	3,26	3		3	3	3	3	2	68	10		1	69	10		0.043037974683544304	3	6	80
STEP 16			3,2	3	3	3	3	2,71	3,22	3		3	3	3	3	2	73	10		1	74	10		0.04442925495557074	3	3	77
STEP 17			3,2	3,2	3	3	3	2,14	2,97	2,95		3	3	3	3	2	78	10		1	79	10		0.043745727956254275	3	3	77
STEP 18			3,4	3	3	3	3	2,06	3,12	2,96		3	3	3	3	2	83	10		1	84	10		0.0430622009569378	3	3	77
STEP 19			3	3	3	3	3	2,04	2,97	2,62		3	3	3	3	2	88	10		1	89	10		0.04203691045796309	3	3	77
