NODE_PROB: 0.1	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		164,2	162,6	142	162,6		163	167	160	165	138	144	162	164		43,2	1142,17	6544,56		0	0	5	0	0	5	0.899751503006012	21412	11365	500
STEP 1		242,2	234,4	215	234		241	244	231	239	214	216	232	236		46,71	1370,85	4831,39		0	0	10	0	0	10	0.9802885771543086	13312	12288	500
STEP 2		250,6	255,6	239	262,4		249	252	253	258	239	239	261	263		50,3	1446,71	2922,04		0	0	15	0	0	15	0.988496993987976	12414	12323	500
STEP 3		251	256,2	244,2	264,2		249	253	254	259	243	245	262	266		50,05	1477,76	2875,46		0	0	20	0	0	20	0.9892264529058116	12018	12039	500
STEP 4		254,4	256	243,6	264		253	256	254	258	243	244	263	265		51,15	1504,86	2648,72		0	0	25	0	0	25	0.989058116232465	12342	12362	500
STEP 5		252,2	255	242,8	263		250	256	252	258	242	244	261	264		52,39	1523,13	2883,16		0	0	30	0	0	30	0.9888977955911824	12395	12474	500
STEP 6		251	256,6	244,8	263,6		250	252	253	259	244	246	262	265		51,89	1535,55	3011,54		0	0	35	0	0	35	0.9882645290581162	12368	12270	500
STEP 7		252	256,2	241	265,4		251	254	254	259	241	241	264	267		53,65	1554,31	2089,54		0	0	40	0	0	40	0.9890501002004009	12528	12516	500
STEP 8		250,6	256,2	245	264,8		248	254	252	259	244	246	263	267		53,31	1564,42	3116,11		0	0	45	0	0	45	0.9891462925851704	12559	12540	500
STEP 9		253,6	259,4	243	264,6		251	255	255	261	243	243	264	266		53,11	1584,1	2478,02		0	0	50	0	0	50	0.9892985971943887	12266	12235	500
STEP 10		253,2	258,8	245	266,6		251	255	257	261	245	245	266	267		53,67	1550,21	2662,98		0	0	55	0	0	55	0.9895470941883767	12407	12457	500
STEP 11		253,4	257,6	246,2	265,4		252	255	253	259	245	247	264	267		52,87	1544,89	2956,2		0	0	60	0	0	60	0.9891462925851704	12423	12369	500
STEP 12		252	257,4	245	266,8		251	253	255	258	245	245	266	267		52,97	1550,38	2448,12		0	0	65	0	0	65	0.9895791583166332	12373	12438	500
STEP 13		251,4	256,2	243,4	263,2		251	252	254	260	243	244	259	265		44,14	1322,52	2405,56		0	0	70	0	0	70	0.989058116232465	12456	12447	500
STEP 14		252,8	257	244,4	264,6		250	254	256	260	244	245	264	266		45,24	1316,72	2503,63		0	0	75	0	0	75	0.9891302605210421	12315	12398	500
STEP 15		252	255	239,4	262,6		251	253	254	257	239	240	262	264		43,47	1319,37	2056,24		0	0	80	0	0	80	0.9884649298597195	12265	12196	500
STEP 16		251,2	253,8	241	263		250	253	252	255	241	241	261	264		44,49	1323,46	2134,1		0	0	85	0	0	85	0.9890180360721443	12340	12380	500
STEP 17		254	255,6	243,4	265		252	255	255	256	243	244	264	266		42,75	1261,15	2278,24		0	0	90	0	0	90	0.9886973947895792	12233	12185	500
