NODE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		38	38	9,09	9,04		38	38	38	38		0	5	0		0.8977777777777778	4	6	100
STEP 1		36	35,6	5,74	5,46		36	36	35	36		2	8	0		0.8924889543446245	3	4	98
STEP 2		35	35	5,32	6,08		35	35	35	35		2	13	0		0.8917525773195877	3	6	97
STEP 3		35	35	5,59	6,05		35	35	35	35		2	18	0		0.8929306794783802	3	5	94
STEP 4		34	34	6,15	6,32		34	34	34	34		2	23	0		0.8886765408504539	4	2	92
STEP 5		33,8	34,2	5,51	5,47		33	34	34	35		2	26	2		0.8890414092884923	4	4	94
STEP 6		34,2	34	5,31	5,56		34	35	34	34		3	30	2		0.8915579958819492	3	7	94
STEP 7		33	33	4,79	5,12		33	33	33	33		3	35	2		0.8921348314606742	3	0	90
STEP 8		33	33,2	6,95	8,73		33	33	33	34		3	39	3		0.8915381019167835	3	4	93
STEP 9		34,2	34,2	10,24	12,25		34	35	34	35		4	42	4		0.8927376970855232	4	1	92
STEP 10		35,2	35	9,88	10,61		35	36	35	35		5	46	4		0.8931690929451288	3	4	95
STEP 11		35	35	9,37	10,59		35	35	35	35		5	51	4		0.895218485472432	3	4	94
STEP 12		35	34,8	10,44	10,68		35	35	34	35		6	55	4		0.8934081346423562	3	2	93
STEP 13		35,4	35,2	10,05	10,58		35	36	35	36		7	59	4		0.8943033630748113	3	3	94
STEP 14		35	35	10,01	10,42		35	35	35	35		7	64	4		0.8947609242736216	3	9	94
STEP 15		33,2	33,2	9,02	10,17		33	34	33	34		8	67	5		0.8936781609195402	4	1	88
STEP 16		34	34	8,71	8,82		34	34	34	34		8	72	5		0.8937728937728938	4	3	91
STEP 17		35	34,8	9,4	9,78		35	35	34	35		9	76	5		0.8982322025800287	3	3	92
STEP 18		34,6	34,6	6,22	6,73		34	35	34	35		10	79	6		0.89775441949355	4	4	92
STEP 19		35,6	35,6	7,06	7,92		35	36	35	36		12	80	8		0.8996655518394648	4	8	92
