NODE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		16	15,2	11,97	7,8		16	16	15	16		4	1	0		0.4987878787878788	0	1	100
STEP 1		15,8	15,4	5,06	3,8		15	16	15	16		6	4	0		0.49989692846835704	1	1	99
STEP 2		15,8	15,2	4,76	3,61		15	16	15	16		10	4	1		0.5013399299113585	0	0	99
STEP 3		15,4	15,2	4	3,29		15	16	15	16		12	6	2		0.5013399299113585	1	1	99
STEP 4		15,4	15,2	4,35	3,47		15	16	15	16		14	8	3		0.5011337868480725	1	0	99
STEP 5		16	15,4	4,06	3,82		16	16	15	16		17	10	3		0.5016161616161616	0	1	100
STEP 6		16	15	4,28	3,46		16	16	15	15		22	10	3		0.5023706452277881	0	1	99
STEP 7		15,4	15	4,24	3,53		15	16	15	15		24	13	3		0.5024195245108353	0	0	98
STEP 8		15,2	15	4,35	3,18		15	16	15	15		25	17	3		0.5024195245108353	0	1	98
STEP 9		15,4	15	3,95	3,67		15	16	15	15		27	20	3		0.5012886597938144	0	0	97
STEP 10		15,6	15	3,99	3,02		15	16	15	15		30	22	3		0.5012886597938144	1	0	97
STEP 11		16	15,4	6,63	6,29		16	16	15	16		33	24	3		0.5028403113822849	0	0	98
STEP 12		16	15,6	8,39	6,42		16	16	15	16		35	27	3		0.5028403113822849	0	1	98
STEP 13		15,8	15	7,28	6,19		15	16	15	15		39	28	3		0.5032216494845361	1	0	97
STEP 14		16	15,2	7,36	6,19		16	16	15	16		43	29	3		0.5036818851251841	0	0	98
STEP 15		16	15,2	7,96	5,99		16	16	15	16		47	30	3		0.5036818851251841	1	3	98
STEP 16		15,6	15	8,63	6,03		15	16	15	15		50	32	3		0.5028508771929825	0	0	96
STEP 17		15	15	7,06	5,36		15	15	15	15		50	37	3		0.5028508771929825	0	1	96
STEP 18		15,2	15	5,98	4,9		15	16	15	15		51	41	3		0.5041433370660694	1	0	95
STEP 19		15,2	15	8,19	6,49		15	16	15	15		52	45	3		0.5019736842105263	1	0	96
