NODE_PROB: 0.07	EDGE_DENSITY: 0.1	GRAPH SIZE: 500
STEP 0		15,8	17	16,6	18		15	16	17	17	16	17	18	18		3,77	112,29	2837,95		4	1	0	0	3	2	0.09952705410821644	919	897	500
STEP 1		15,6	17	16,2	17,4		15	16	17	17	16	17	17	18		3,28	116,76	2921,61		7	3	0	0	4	6	0.09970340681362726	884	896	500
STEP 2		16	17	17	17,6		16	16	16	18	17	17	17	18		3,25	118,03	2895,18		12	3	0	1	7	7	0.09960721442885771	926	837	500
STEP 3		15,8	17	16,8	17,4		15	16	17	17	16	17	17	18		3,22	124,94	2928,86		16	4	0	1	11	8	0.10032064128256513	865	852	500
STEP 4		16	17,2	16,6	17,4		16	16	17	18	16	17	17	18		3,31	124,9	2922,82		19	6	0	1	13	11	0.1004248496993988	891	834	500
STEP 5		16	16,8	17	17,6		16	16	16	17	17	17	17	18		3,24	128,05	2933,19		24	6	0	2	17	11	0.10088176352705411	908	871	500
STEP 6		15,8	17,2	16,8	17,8		15	16	17	18	16	17	17	18		3,46	132,9	2945,13		28	7	0	2	21	12	0.10117835671342686	884	858	500
STEP 7		16,2	17	17	17,6		16	17	17	17	17	17	17	18		3,13	133,24	2934,7		32	8	0	2	26	12	0.10138677354709419	936	901	500
STEP 8		16	17,4	17	18		16	16	17	18	17	17	18	18		3,6	135,65	2943		37	8	0	2	29	14	0.10166733466933868	846	921	500
STEP 9		16	17	17	17,6		16	16	17	17	17	17	17	18		3,76	135,85	2970,44		42	8	0	2	34	14	0.10106613226452905	894	901	500
STEP 10		16	17	17	17,4		16	16	16	18	17	17	17	18		3,47	136,29	2995,17		47	8	0	3	37	15	0.10101002004008015	929	899	500
STEP 11		16,2	17,2	17	18		16	17	17	18	17	17	18	18		3,61	139,73	3009,42		51	9	0	3	41	16	0.10125050100200401	863	889	500
STEP 12		16	17,2	16,8	17,6		16	16	17	18	16	17	17	18		3,62	139,61	2998,86		55	10	0	3	44	18	0.10104208416833667	864	901	500
STEP 13		16	17	16,8	17,6		16	16	17	17	16	17	17	18		3,68	139,53	2993,23		59	11	0	3	48	19	0.10074549098196393	861	893	500
STEP 14		16	17	16,6	17,4		15	17	16	18	16	17	17	18		3,66	138,54	3017,21		62	13	0	4	50	21	0.10048897795591183	922	877	500
STEP 15		16	17,2	16,8	18		16	16	17	18	16	17	18	18		3,76	140,87	3031,46		66	14	0	4	54	22	0.1008496993987976	906	851	500
STEP 16		16	17,2	17	17,4		16	16	17	18	17	17	17	18		3,55	136,03	3003,73		71	14	0	4	58	23	0.10129058116232464	892	899	500
STEP 17		16	17,4	17	17,6		16	16	17	18	17	17	17	18		3,61	134,19	2983,39		76	14	0	4	61	25	0.10123446893787576	842	855	500
STEP 18		16	17	17	18		16	16	17	17	17	17	18	18		3,28	137,01	2989,78		81	14	0	4	66	25	0.10113026052104208	904	921	500
STEP 19		16	17	17	17,8		16	16	17	17	17	17	17	18		3,42	134,56	2833,59		86	14	0	4	71	25	0.10099398797595191	917	883	500
