NODE_PROB: 0.07	EDGE_DENSITY: 0.1	GRAPH SIZE: 400
STEP 0			16	13,8	14,2	14	14	1018,64	896,22	972,37		14	15	14	14	1	4	0		1	4	0		0.1025062656641604	26	24	400
STEP 1			15,6	13,8	14,6	14	14	835,72	698,65	768,06		14	15	14	14	4	6	0		4	6	0		0.10236845696703514	29	39	402
STEP 2			15,6	13,8	14	14	14	764,66	637,56	683,2		14	14	14	14	4	11	0		4	11	0		0.10244532595646955	29	35	392
STEP 3			15	13,2	14	14	13,6	710,17	601,87	614,39		14	14	14	14	6	14	0		4	16	0		0.10168898459053899	27	22	386
STEP 4			15,2	13,2	14	14	13,8	744,39	628,91	629,54		14	14	14	14	7	18	0		4	21	0		0.10171158764509149	28	24	391
STEP 5			15,6	13,4	14	14	14	795,41	668,34	651,63		14	14	14	14	7	23	0		4	26	0		0.10206258433463986	26	18	395
STEP 6			15,4	13,6	14	14	14	863,49	711,39	707,33		14	14	14	14	7	28	0		4	31	0		0.10132958038591164	26	19	403
STEP 7			16	14	14,6	14	14,2	910,24	759,38	775,82		14	15	14	14	10	29	1		7	33	0		0.10146102928021945	28	21	410
STEP 8			16	14,2	14,8	14,6	14,8	978,13	779,96	892,1		14	15	14	15	11	32	2		8	37	0		0.10184928979893008	29	30	417
STEP 9			16	14	15	14,6	14,2	967,15	775,64	880,88		15	15	14	15	15	33	2		10	40	0		0.10158711770157554	26	31	416
STEP 10			16	14	14,2	14	14	932,68	733,64	830,28		14	15	14	14	16	37	2		11	44	0		0.10096730164381935	28	20	411
STEP 11			16	13,8	14,8	14,6	14,6	1000,41	806,81	894,28		14	15	14	15	17	41	2		12	48	0		0.101449109865138	26	29	419
STEP 12			16	14	14,8	14,6	14,8	981,95	812,89	878,3		14	15	14	15	18	44	3		13	52	0		0.10239805375347544	27	30	416
STEP 13			16	14,2	15	14,4	14,4	947,4	789,06	840,37		15	15	14	15	21	46	3		16	54	0		0.1025647053292273	28	24	413
STEP 14			16	14	15	14,8	15	942,06	776,32	842,24		15	15	14	15	21	51	3		17	58	0		0.1027600996126176	28	18	417
STEP 15			16,4	14	15	15	15	994,69	818,26	864,74		15	15	15	15	21	56	3		17	63	0		0.1031984255258326	29	28	427
STEP 16			16	14	15	15	15	868,23	727,13	782,04		15	15	15	15	21	61	3		17	68	0		0.10207052025651689	29	24	428
STEP 17			16	14,8	15	15	15	916,44	768,27	831,45		15	15	15	15	21	66	3		17	73	0		0.10131725258746044	29	33	433
STEP 18			16	14,2	15	15	15	880,57	723,77	791,83		15	15	15	15	21	71	3		17	78	0		0.10127878352177418	29	24	429
STEP 19			16,4	14,2	15	15	15	774,93	636,79	695,93		15	15	15	15	21	76	3		17	83	0		0.10112706335607327	29	33	434
