NODE_PROB: 0.1	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		37,6	37,2	9,26	9,19		37	38	37	38		2	3	0		0.8995959595959596	10	9	100
STEP 1		39,2	38,8	7,62	8,59		39	40	38	39		4	6	0		0.9001980198019802	11	13	101
STEP 2		38	38,4	7,39	8,52		38	38	38	39		4	9	2		0.9037311894454751	9	6	99
STEP 3		39,4	39	6,53	8,02		39	40	39	39		6	12	2		0.9079790331974374	9	13	102
STEP 4		38	38	7,23	8,18		38	38	38	38		6	17	2		0.907006101409636	9	9	98
STEP 5		38,8	38,6	8,12	8,53		38	39	38	39		8	19	3		0.9074268882810856	9	14	98
STEP 6		36,4	36	12,35	13		36	37	36	36		10	22	3		0.9029920523609163	9	7	93
STEP 7		36,8	36,8	12,79	14,82		36	37	36	37		11	25	4		0.9014557670772676	9	8	95
STEP 8		36,6	36,8	12,85	13,21		36	37	36	37		11	29	5		0.8947368421052632	11	15	96
STEP 9		36	36	11,59	11,94		36	36	36	36		11	34	5		0.9020544672718586	10	11	92
STEP 10		34,8	35	10,86	12,48		34	35	35	35		11	38	6		0.9013431013431014	10	6	91
STEP 11		36,2	36	11,36	12,14		36	37	36	36		12	42	6		0.9032474804031355	11	8	95
STEP 12		38	37,8	12,87	14,05		38	38	37	38		13	46	6		0.9006942983378918	11	7	98
STEP 13		39	39	11,93	12,58		39	39	39	39		13	51	6		0.9013783731314308	10	10	102
STEP 14		38,8	39	10,06	8,92		38	39	39	39		13	55	7		0.9007959619491361	11	6	102
STEP 15		39,2	39,2	6,84	7,28		39	40	39	40		14	58	8		0.8980779403985187	10	12	107
STEP 16		38,6	38,4	2,92	2,95		38	39	38	39		17	58	10		0.8996336996336997	9	8	105
STEP 17		38	38,2	4,38	5,38		38	38	38	39		17	62	11		0.8955974842767296	10	11	106
STEP 18		39	39	7,31	7,56		39	39	39	39		17	67	11		0.8987179487179487	11	14	105
STEP 19		38,4	37,6	3,85	3,51		38	39	37	38		20	69	11		0.9023490584352553	9	19	102
