NODE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		162,6	161,6	144	161,6		161	165	159	163	143	145	161	162		40,76	1095,36	7393,95		0	0	5	0	0	5	0.8985971943887776	6048	4461	500
STEP 1		169,8	171,4	144,4	165,4		166	175	168	176	141	146	165	166		41,21	1140,91	5818,36		0	0	10	0	0	10	0.9113186372745491	5671	4557	500
STEP 2		177	179	142,8	169,4		176	178	174	192	142	144	168	170		41,99	1179,63	3110,02		0	0	15	0	0	15	0.920248496993988	5282	4654	500
STEP 3		179,8	180,4	146,2	174,4		177	182	178	183	145	147	174	175		42,63	1217,63	3047,41		0	0	20	0	0	20	0.9252825651302605	5008	4660	500
STEP 4		180,8	179,6	152,4	175,2		178	182	176	185	149	156	174	176		44,27	1248,39	3458,94		0	0	25	0	0	25	0.9280721442885772	4800	4593	500
STEP 5		185	186,4	149	175,2		183	186	177	200	148	151	174	176		45,06	1269,55	2837,6		0	0	30	0	0	30	0.9297314629258517	4822	4640	500
STEP 6		183,8	182,8	147,8	175,4		183	185	179	186	147	148	175	176		45,61	1288,69	2417,74		0	0	35	0	0	35	0.931190380761523	4818	4654	500
STEP 7		185,2	182	152,6	176,4		182	191	179	185	150	155	175	178		46,2	1298,65	3499,53		0	0	40	0	0	40	0.93250501002004	4771	4682	500
STEP 8		188,8	185,6	156,2	177,6		186	191	184	188	152	162	176	179		45,83	1320,87	3931,6		0	0	45	0	0	45	0.9332184368737475	4711	4672	500
STEP 9		184,4	185,4	150,4	178,4		179	189	182	188	150	151	177	179		47,58	1341,78	3045,86		0	0	50	0	0	50	0.9335310621242485	4795	4802	500
STEP 10		187	185,4	157,2	178,6		186	188	182	188	153	161	178	179		45,28	1303,36	4122,35		0	0	55	0	0	55	0.9334749498997996	4725	4655	500
STEP 11		187,2	183,6	151,6	178,4		184	189	180	186	151	153	177	179		46,6	1303,18	2395,1		0	0	60	0	0	60	0.9340360721442886	4681	4584	500
STEP 12		188,4	184	154,6	177,8		186	191	182	187	153	157	177	179		42,4	1180,9	2854,2		0	0	65	0	0	65	0.934813627254509	4537	4626	500
STEP 13		185,6	184,2	151,8	178,6		185	186	179	188	151	155	178	179		38,21	1109,03	2416,71		0	0	70	0	0	70	0.9341002004008016	4566	4565	500
STEP 14		187,6	184,8	153,8	177,2		184	192	182	188	152	155	177	178		40,13	1109,24	2998,5		0	0	75	0	0	75	0.9341082164328657	4577	4637	500
STEP 15		187,6	186	155,6	177,2		186	191	184	188	155	157	176	178		39,37	1123,91	2648,72		0	0	80	0	0	80	0.9336272545090181	4624	4634	500
STEP 16		185,2	185	151	177,4		182	189	184	186	150	152	176	178		36,78	1077,63	2161,95		0	0	85	0	0	85	0.9335470941883768	4620	4687	500
