NODE_PROB: 0.01	EDGE_DENSITY: 0.1	GRAPH SIZE: 100
STEP 0		5	5	5,43	6,62		5	5	5	5		0	5	0		0.09777777777777778	0	0	100
STEP 1		5	5	1,82	2,61		5	5	5	5		0	10	0		0.09777777777777778	1	3	100
STEP 2		5	5	2	2,63		5	5	5	5		0	15	0		0.0974121607405849	1	0	98
STEP 3		5	5	1,81	2,29		5	5	5	5		0	20	0		0.0968872397443826	0	1	99
STEP 4		5	5	1,84	2,23		5	5	5	5		0	25	0		0.09572901325478646	1	0	98
STEP 5		5	5	1,68	2,13		5	5	5	5		0	30	0		0.09523809523809523	0	2	99
STEP 6		5	5	1,98	2,23		5	5	5	5		0	35	0		0.09471649484536082	0	1	97
STEP 7		5	5	1,88	2,54		5	5	5	5		0	40	0		0.0949561403508772	1	2	96
STEP 8		5	5	2,05	2,42		5	5	5	5		0	45	0		0.0940649496080627	0	0	95
STEP 9		5	5	2,12	2,57		5	5	5	5		0	50	0		0.0940649496080627	1	0	95
STEP 10		5	5	1,95	2,29		5	5	5	5		0	55	0		0.09385964912280702	0	0	96
STEP 11		5	5	1,98	2,6		5	5	5	5		0	60	0		0.09385964912280702	0	1	96
STEP 12		5	5	1,8	2,09		5	5	5	5		0	65	0		0.0942889137737962	0	0	95
STEP 13		5	5	1,89	2,62		5	5	5	5		0	70	0		0.0942889137737962	0	0	95
STEP 14		5	5	1,82	2,25		5	5	5	5		0	75	0		0.0942889137737962	0	0	95
STEP 15		5	5	1,58	2,18		5	5	5	5		0	80	0		0.0942889137737962	1	0	95
STEP 16		5	5	1,58	2,42		5	5	5	5		0	85	0		0.09385964912280702	1	1	96
STEP 17		5	5	1,7	2,28		5	5	5	5		0	90	0		0.09407894736842105	1	0	96
STEP 18		5	5	2,28	2,59		5	5	5	5		0	95	0		0.0938573883161512	1	2	97
STEP 19		5	5	2,27	2,89		5	5	5	5		0	100	0		0.0956140350877193	0	2	96
