NODE_PROB: 0.05	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		16	15,2	4,31	2,7		16	16	15	16		4	1	0		0.498989898989899	4	8	100
STEP 1		15	15	1,57	1,17		15	15	15	15		4	6	0		0.4956140350877193	4	0	96
STEP 2		15,8	15,6	1,98	1,23		15	16	15	16		5	10	0		0.494949494949495	5	6	100
STEP 3		16	15,8	2,48	1,51		16	16	15	16		6	14	0		0.5027829313543599	5	4	99
STEP 4		15,4	15,8	2,24	1,44		15	16	15	16		6	17	2		0.49777777777777776	4	6	100
STEP 5		15,6	15,8	1,89	1,44		15	16	15	16		6	21	3		0.5068377866610562	5	6	98
STEP 6		16	16	2,13	1,8		16	16	16	16		6	26	3		0.5085910652920962	4	4	97
STEP 7		16	16	2,39	1,67		16	16	16	16		6	31	3		0.511168384879725	4	8	97
STEP 8		15	14,8	2,47	1,34		15	15	14	15		7	35	3		0.5042075736325385	4	3	93
STEP 9		15	15	2,31	1,28		15	15	15	15		7	40	3		0.5035460992907801	4	4	94
STEP 10		15	15	2,06	1,51		15	15	15	15		7	45	3		0.5024021962937543	5	6	94
STEP 11		15,6	15	1,78	1,61		15	16	15	15		10	47	3		0.5060776063581113	5	7	93
STEP 12		14,4	14,2	1,5	1,29		14	15	14	15		12	49	4		0.49914529914529915	4	5	91
STEP 13		14,2	14,2	1,39	1,19		14	15	14	15		13	52	5		0.5078651685393258	5	6	90
STEP 14		14,2	14,2	1,92	1,32		14	15	14	15		14	55	6		0.5058733401430031	5	6	89
STEP 15		14,2	14	1,56	1,42		14	15	14	14		15	59	6		0.49843260188087773	5	3	88
STEP 16		14,8	14,8	1,87	1,4		14	15	14	15		16	62	7		0.5021223470661673	4	1	90
STEP 17		15	15	1,69	1,35		15	15	15	15		16	67	7		0.5007012622720898	4	5	93
STEP 18		15	14,6	1,58	1,48		15	15	14	15		18	70	7		0.501911132345915	5	6	92
STEP 19		15	15	1,69	1,22		15	15	15	15		18	75	7		0.5010989010989011	4	1	91
