NODE_PROB: 0.07	EDGE_DENSITY: 0.2	GRAPH SIZE: 200
STEP 0			15	14	12,8	12,2	13	132,06	117,72	122,7		12	13	12	13	0	4	1		4	0	1		0.19442211055276382	14	21	200
STEP 1			14,2	13,2	12,2	11,4	12	75,31	41,61	59,24		12	13	11	12	1	8	1		7	2	1		0.19564982728842834	13	15	193
STEP 2			14,2	13,2	12,4	11,6	12	53,3	31,29	34,16		12	13	11	12	3	11	1		11	3	1		0.19845687517222374	14	15	191
STEP 3			14,2	13,4	12,6	11,6	11,8	61,82	29,76	33,97		12	13	11	12	7	12	1		15	4	1		0.20061264271790588	13	14	190
STEP 4			14,6	13	12,2	11,6	11,6	55,82	27,46	28,83		12	13	11	12	10	14	1		17	7	1		0.20105820105820105	14	12	189
STEP 5			14,6	13,2	12,2	12	12	46,87	33,5	38,83		12	13	12	12	11	18	1		18	11	1		0.20165334802976026	14	15	191
STEP 6			14	13,2	12	11,8	11,8	39,97	37,38	35,28		12	12	11	12	12	22	1		19	15	1		0.20077972709551656	13	17	190
STEP 7			14,4	13	12,2	11,8	11,8	47,44	36	30,99		12	13	11	12	13	26	1		20	19	1		0.2002324905550712	14	12	186
STEP 8			14,2	13	12,2	11,8	12	60,04	38,12	44,36		12	13	11	12	14	30	1		22	22	1		0.20172943452042325	14	15	188
STEP 9			14	13,2	12,2	11,8	12	62,71	31,64	36,75		12	13	11	12	15	34	1		24	25	1		0.20154102696797194	14	14	187
STEP 10			14,2	13,6	12,4	12	12	63,11	36,87	34,42		12	13	12	12	17	37	1		26	28	1		0.20338105916853544	14	18	187
