NODE_PROB: 0.07	EDGE_DENSITY: 0.2	GRAPH SIZE: 300
STEP 0			20	18	18	18	18	211,24	212,53	189,28		18	18	18	18	0	5	0		0	5	0		0.19743589743589743	20	29	300
STEP 1			19,4	18	18	17,2	17,6	107,52	140,51	126,39		18	18	17	18	2	8	0		4	6	0		0.19822253821542837	20	19	291
STEP 2			19,6	17,8	17,8	16,2	17,4	107,38	97,08	113,99		17	18	16	17	4	11	0		9	6	0		0.19858306265593373	22	18	292
STEP 3			19,8	18,4	18	16,4	17,6	95,96	51,25	114		18	18	16	17	6	14	0		14	6	0		0.20025194686211636	21	12	296
STEP 4			20,6	19	18,8	16,6	17,8	113,65	63,23	105,8		18	19	16	17	11	14	0		19	6	0		0.1998058671268335	19	19	305
STEP 5			20,6	18,8	18,4	16,8	17,6	131,11	73,39	85,22		18	19	16	17	14	16	0		24	6	0		0.19969801553062985	21	15	305
STEP 6			20,6	19	18,6	16,6	17,2	156,1	57,48	59,87		18	19	16	17	18	17	0		29	6	0		0.20022819209625559	21	20	311
STEP 7			21	19,2	19	16,8	17,2	171,86	59,32	61,27		19	19	16	18	23	17	0		34	6	0		0.20001648940555694	21	22	312
STEP 8			21	19,2	19	17	17,4	170,61	90,22	64,95		19	19	16	18	28	17	0		39	6	0		0.20151436572969608	22	16	311
STEP 9			21,2	19,8	19,2	17,6	18,2	179,42	72,77	90,83		19	20	17	18	32	18	0		44	6	0		0.20265143952401868	21	22	317
STEP 10			21	19	19,2	17,6	16,8	187,54	88,15	59,95		19	20	17	19	37	18	0		48	7	0		0.20156720916214588	22	19	316
STEP 11			21,2	19,6	19	17,6	17,8	179,42	80,55	74,29		19	19	17	19	41	19	0		52	8	0		0.20113956743755051	20	32	319
STEP 12			21	19	18,6	16,4	17,4	149,69	61,69	70,01		18	19	16	17	44	21	0		57	8	0		0.20076217240424943	22	17	307
STEP 13			20,8	19	19	16,6	18	149,25	43,88	71,9		19	19	16	18	48	22	0		62	8	0		0.20061423035699563	20	16	312
STEP 14			21	19,4	19	16,8	18	151,19	50,3	71,29		19	19	16	17	52	23	0		67	8	0		0.20142656218605587	19	23	316
STEP 15			21,2	19,4	18,8	16,8	17,6	132,63	52,29	64,66		18	19	16	18	56	24	0		72	8	0		0.2016654299612499	20	27	312
STEP 16			20,8	18,8	18,4	16,8	17,6	128,24	60,08	87,82		18	19	16	17	59	26	0		77	8	0		0.2002588438308887	20	15	305
STEP 17			21	19	19	17,4	17,6	121,97	41,83	70,9		19	19	17	18	64	26	0		82	8	0		0.20056373316630127	19	29	310
STEP 18			20,6	18,6	18,2	16,8	17,4	114,09	57,29	68,39		18	19	16	18	67	28	0		86	9	0		0.20020066889632107	19	21	300
STEP 19			20	19	18	16,8	17,2	110,47	56,8	60,31		18	18	16	18	70	30	0		90	10	0		0.20073215375228798	19	20	298
