NODE_PROB: 0.05	EDGE_DENSITY: 0.9	GRAPH SIZE: 50
STEP 0		23,8	23	23	23,2	23		0,01	1,53	1,73	2,91		0.8979591836734694	50	50
STEP 1		41,2	38,6	36	39,2	23		0,04	6,69	3,27	91,54		0.8977777777777778	50	100
STEP 2		59,6	55,2	50,6	56,4	23		0,16	16,62	8,41	601,3		0.9022818791946309	50	150
STEP 3		76,2	70,6	63,8	71,6	23		0,41	31,59	16,03	2082,51		0.9021608040201005	50	200
STEP 4		92,6	85,4	76,6	84,6	23		0,86	51,33	34,07	5062,42		0.9020722891566265	50	250
STEP 5		107,2	101,2	88,2	99,4	23		1,53	73,35	48,13	10004,28		0.9008695652173913	50	300
STEP 6		120,2	117,6	98,6	112,2	23		2,54	106,75	82,11	17786,02		0.9003029062627916	50	350
STEP 7		134,8	132,4	111	125,6	23		4,11	150,86	155,62	30545,5		0.9007518796992481	50	400
STEP 8		149,6	147,4	123,6	140,2	23		7,56	261,42	302,28	45259,88		0.9008067310071765	50	450
STEP 9		164,6	161,4	136,6	153,6	23		9,12	267,57	549,2	66662,87		0.9003847695390782	50	500
STEP 10		178,6	179	153,8	165,4	23		13,34	377,6	1510,17	92499,78		0.899672131147541	50	550
