NODE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		18,2	16,6	15	18,2	17		18	19	16	17	15	15	18	19	17	17		0,03	3,84	4,37	7,11		0	0	5	0	0	5	0	0	5	0.49777777777777776	0	0	100
STEP 1		17,8	16,6	15,2	16,4	17		17	18	16	17	15	16	16	17	17	17		0,02	3,6	2,13	6,24		0	0	10	0	1	9	0	0	10	0.49777777777777776	0	0	100
STEP 2		18,8	16,6	15,2	16	17		18	19	16	17	15	16	15	17	17	17		0,02	3,59	1,89	6,3		0	0	15	0	2	13	0	0	15	0.49777777777777776	1	0	100
STEP 3		17,2	16,6	15	16,2	16,8		17	18	16	17	15	15	16	17	16	17		0,02	3,73	2,07	6,4		0	0	20	0	2	18	0	0	20	0.4978217821782178	1	1	101
STEP 4		17,6	16,8	15,4	16,2	17		17	18	16	17	15	16	16	17	17	17		0,02	3,72	2,07	6,4		0	0	25	0	2	23	0	0	25	0.499009900990099	1	3	101
STEP 5		18,2	16,8	15,2	16,2	17		18	19	16	18	15	16	16	17	17	17		0,02	3,61	2,42	5,96		0	0	30	0	2	28	0	0	30	0.4982477839620697	1	1	99
STEP 6		17,4	17	15	16,4	16,8		17	18	17	17	15	15	16	17	16	17		0,02	3,62	2,22	6,03		0	0	35	0	2	33	0	0	35	0.5005153576582148	0	1	99
STEP 7		17,8	17	15,2	16,2	16,4		17	18	17	17	15	16	16	17	16	17		0,02	3,51	2,25	5,82		0	0	40	0	2	38	0	0	40	0.5019987376393856	0	0	98
STEP 8		18,4	16,8	15,2	16,4	16		18	19	16	17	15	16	16	17	16	16		0,02	3,49	2,25	5,89		0	0	45	0	2	43	0	1	44	0.5019987376393856	0	2	98
STEP 9		17,6	16,6	15	15,6	16		17	18	16	17	15	15	15	16	16	16		0,02	3,36	2,11	5,53		0	0	50	0	2	48	0	1	49	0.5010964912280702	1	1	96
STEP 10		17,6	16,6	15,2	16,4	16,2		17	18	16	17	15	16	16	17	16	17		0,02	3,36	2,43	5,66		0	0	55	0	3	52	0	1	54	0.5008771929824561	0	0	96
STEP 11		17,6	16,2	15,2	16,2	16		17	18	16	17	15	16	16	17	16	16		0,02	3,34	1,93	5,66		0	0	60	0	4	56	0	2	58	0.5008771929824561	1	2	96
STEP 12		17	16,4	15	16	16		17	17	16	17	15	15	16	16	16	16		0,02	3,3	2,05	5,47		0	0	65	0	4	61	0	2	63	0.502127659574468	1	1	95
STEP 13		17,2	16,8	15,2	16,2	16		17	18	16	17	15	16	16	17	16	16		0,02	3,3	1,72	5,5		0	0	70	0	4	66	0	3	67	0.502575587905935	0	1	95
STEP 14		17,4	16,8	15	16	15,8		17	19	16	17	15	15	16	16	15	16		0,02	3,22	1,9	5,39		0	0	75	0	4	71	0	4	71	0.5014870738961336	1	1	94
STEP 15		17,2	16,4	15,2	15,8	16,2		17	18	16	17	15	16	15	16	16	17		0,02	3,22	1,88	5,04		0	0	80	0	5	75	0	5	75	0.5010295126973233	1	0	94
STEP 16		17,4	16,4	15	16,2	16,2		17	18	16	17	15	15	16	17	16	17		0,02	3,31	2,33	5,25		0	0	85	0	5	80	0	5	80	0.5019036954087346	1	1	95
STEP 17		18,6	16,6	15	15,8	16,2		17	19	16	17	15	15	15	16	16	17		0,02	3,3	2,2	5,22		0	0	90	0	5	85	0	5	85	0.5016797312430011	1	1	95
STEP 18		18	16,4	15,2	16	16		18	18	16	17	15	16	16	16	16	16		0,02	3,29	2,34	5,23		0	0	95	0	6	89	0	6	89	0.5010078387458007	0	0	95
STEP 19		17,6	16,4	15	16	16		17	18	16	17	15	15	16	16	16	16		0,02	3,3	1,99	5,25		0	0	100	0	6	94	0	6	94	0.5010078387458007	0	0	95
