NODE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		41,6	38,6	36	40,4	38		40	44	38	40	36	36	40	41	38	38		0,04	6,6	3,42	10,27		0	0	5	0	0	5	0	0	5	0.8957575757575758	4	3	100
STEP 1		42,6	38,8	37	38	37,2		42	44	38	40	37	37	38	38	37	38		0,04	6,52	3,13	10,09		0	0	10	0	0	10	0	4	6	0.8964356435643565	3	3	101
STEP 2		43,6	39,2	37,4	39	38		42	46	39	40	37	38	39	39	38	38		0,04	6,62	3,42	10,03		0	0	15	0	0	15	0	6	9	0.8960396039603961	4	2	101
STEP 3		44,6	40,2	38,2	39,2	38,6		44	45	39	41	38	39	39	40	38	39		0,04	6,92	3,58	10,73		0	0	20	0	0	20	0	9	11	0.8989149057681325	3	2	103
STEP 4		43,8	40,2	38,4	40,2	39,4		42	45	39	41	38	39	40	41	39	40		0,04	7,13	3,6	11,38		0	0	25	0	1	24	0	10	15	0.8999253174010455	3	7	104
STEP 5		42	38,6	37	38	38		41	43	38	39	37	37	38	38	38	38		0,04	6,61	3,25	10,02		0	0	30	0	1	29	0	10	20	0.8987878787878788	4	6	100
STEP 6		41	38	37	38	38		40	42	38	38	37	37	38	38	38	38		0,05	6,36	3,32	9,45		0	0	35	0	1	34	0	10	25	0.8979591836734694	3	5	98
STEP 7		41,2	37,8	36,6	37,8	37,6		40	42	37	39	36	37	37	38	37	38		0,03	6,15	3,36	9,18		0	0	40	0	1	39	0	11	29	0.899780701754386	3	2	96
STEP 8		42,4	38,2	37	38,2	37,8		41	43	38	39	37	37	37	39	37	38		0,03	6,26	3,36	9,86		0	0	45	0	1	44	0	12	33	0.8986254295532646	4	3	97
STEP 9		42,4	39,4	37,4	38,6	38		42	44	39	40	37	38	38	39	38	38		0,04	6,44	3,26	9,64		0	0	50	0	1	49	0	14	36	0.898379970544919	3	0	98
STEP 10		42,4	39,4	37	38,6	38,2		41	44	39	40	37	37	38	40	38	39		0,04	6,87	2,91	10,4		0	0	55	0	1	54	0	14	41	0.8982178217821782	3	7	101
STEP 11		42	37,8	36,4	37,2	37,2		42	42	37	39	36	37	37	38	37	38		0,04	6,32	2,84	8,96		0	0	60	0	2	58	0	16	44	0.8981958762886598	3	5	97
STEP 12		40,2	37,2	35,8	37,4	36,6		39	42	37	38	35	36	37	38	36	37		0,03	6,03	2,9	8,39		0	0	65	0	2	63	0	17	48	0.896976483762598	4	5	95
STEP 13		40	36,2	35,2	36,6	36		39	41	36	37	35	36	36	37	36	36		0,03	5,89	2,59	8,34		0	0	70	0	3	67	0	18	52	0.8970487302676733	4	3	94
STEP 14		41,2	37,4	36	37,2	36		39	44	36	39	36	36	37	38	36	36		0,03	6,07	2,68	9,1		0	0	75	0	4	71	0	23	52	0.8976483762597984	4	4	95
STEP 15		40	36,6	35	36,2	36		38	43	36	37	35	35	36	37	36	36		0,03	6,05	2,55	9,07		0	0	80	0	4	76	0	23	57	0.8972004479283314	3	3	95
STEP 16		39,8	37,4	36	37,2	36		39	41	37	38	36	36	37	38	36	36		0,03	6,08	2,67	9,03		0	0	85	0	4	81	0	28	57	0.9001119820828667	4	4	95
STEP 17		40,4	36	34,8	36,2	35		40	41	35	37	34	35	36	37	35	35		0,03	6,04	2,55	8,88		0	0	90	0	6	84	0	32	58	0.8987681970884659	3	1	95
STEP 18		41	36	35	36	35		39	43	35	37	35	35	36	36	35	35		0,04	6,28	2,66	9,28		0	0	95	0	7	88	0	37	58	0.897766323024055	4	4	97
STEP 19		39,6	36,2	35,8	37	35,6		39	40	35	37	35	36	37	37	35	36		0,03	6,29	3,3	9,37		0	0	100	1	9	90	1	41	58	0.897766323024055	3	6	97
